variant,lambda_diversify,total_return,ann_return,ann_vol,sharpe,max_drawdown,avg_ipo_weight,summary_path
no_diversify,0.0,0.1963833490243878,0.2668930433946253,0.1427690241821546,1.7293161631128642,-0.08767184875852874,0.06541284173727036,/Users/oliu/STAT-4830-OSO/results/ipo_optimizer_summary_loss_subset_rllog_no_diversify.txt
with_diversify,0.1,0.22496826463947728,0.3069814364135355,0.15189365710887148,1.8395527817567647,-0.09078875553996957,0.10002605617046356,/Users/oliu/STAT-4830-OSO/results/ipo_optimizer_summary_loss_subset_rllog_with_diversify.txt
