epoch,train_loss,val_loss,train_mean_return,train_cvar,train_turnover,train_volatility,train_vol_excess,train_weight_path,train_diversify,val_mean_return,val_cvar,val_turnover,val_volatility,val_vol_excess,val_weight_path,val_diversify
11,0.002028447448824051,0.003019599261526971,0.000662640088129136,0.000662640088129136,0.023412450682371855,0.00010950534486704562,0.0027263752956312452,0.0007155053996620739,0.05871069564439348,0.0006491170976260939,0.0006491170976260939,3.338939435602058e-05,0.00011877209300478132,0.003933554961661662,1.2278282593309929e-09,0.04906857908753417
12,0.002278740056405358,0.0037183181087708695,0.0006918161793984618,0.0006918161793984618,0.02689188967412051,0.0001113615263616818,0.002983038771262086,0.0008825834048580832,0.04905657382278617,0.0006574453992388127,0.0006574453992388127,3.4362910389236356e-05,0.00012194306883196811,0.004643171040479802,1.3932016465471273e-09,0.049569766916534745
13,0.0018717037734419914,0.003855779002399438,0.0005925171032005234,0.0005925171032005234,0.026112757113536732,0.00011016538181313113,0.0024359186957147927,0.0008350465560563251,0.04972139952668161,0.0006414003926257157,0.0006414003926257157,4.205206801276846e-05,0.00012338448365227116,0.004755767046912642,2.116721411421556e-09,0.04774249159280704
14,0.0017753906849157942,0.004845266666631109,0.0004912838632739076,0.0004912838632739076,0.021820208365863437,0.00011193877686120343,0.0022317977190261236,0.0006347345925309613,0.06041808474397019,0.0006459836276466498,0.0006459836276466498,2.692083821296192e-05,0.00012377010208476636,0.005752087870905221,9.395696433102227e-10,0.06008010080338202
15,0.0015583592269169375,0.002451295923409899,0.00043231720437233415,0.00043231720437233415,0.021727852217365045,0.00011010348370141895,0.0019278151570106795,0.0006689611284117252,0.06137993466299297,0.0006507939123524515,0.0006507939123524515,2.5218624471540543e-05,0.00011366994533076168,0.003370399686915815,9.461737267411945e-10,0.0677959442096339
16,0.0017833509137039727,0.0018454452011527874,0.0006956593309648275,0.0006956593309648275,0.018889648058100676,0.00010849698592916234,0.002578503721459285,0.0005191061329199804,0.06863857389511434,0.000626214694105231,0.000626214694105231,1.74695174370927e-05,0.00010959835531101523,0.002729793348588234,3.772396613264641e-10,0.07240997841350795
17,0.0010303548229846835,0.002228696527626281,0.0008297889224128498,0.0008297889224128498,0.017179247701423584,0.00010816946206758557,0.0020452800822331058,0.00038808762578661655,0.07159192072640459,0.0006139993996884722,0.0006139993996884722,1.599413507174477e-05,0.00011119780745592997,0.0030939367191850646,3.247751439662687e-10,0.06926406303436056
18,0.002342580120374182,0.006234853068070317,0.0006103824642128944,0.0006103824642128944,0.019832229363138432,0.00010837089245194967,0.0030004578786193407,0.0005188355476957392,0.06371176805141723,0.0006067815864764632,0.0006067815864764632,4.782719423184806e-05,0.00013091505478927097,0.007079089845507599,3.0135687271021716e-09,0.06205200325420574
19,0.0016054946183144596,0.0022463907840905117,0.0005982005876830023,0.0005982005876830023,0.02241268360773739,0.0001097722870679855,0.0022171447481636616,0.0006637700392988764,0.06044463798226799,0.0006317382722045295,0.0006317382722045295,1.6846683408876433e-05,0.00011139550092180303,0.003138131962334814,3.35103453346949e-10,0.06533177634932039
20,0.002716508281062059,0.00326528091549831,0.0004273261731810426,0.0004273261731810426,0.02130301579223248,0.00011100552631389291,0.0030829655929288774,0.0005999027769906321,0.06135912364956652,0.0005973018871808871,0.0005973018871808871,4.4919500103502245e-05,0.00011782702295172649,0.004101871089501815,2.4903526396651523e-09,0.06029510102812046
21,0.002413486674392996,0.003069698113408363,0.0004054739486931017,0.0004054739486931017,0.016826234188487815,0.00011198186108376233,0.0027929419942725304,0.00045024391691097517,0.07139917059380094,0.0005931364059566581,0.0005931364059566581,1.267993585233026e-05,0.00011463144746512097,0.003901960066527375,2.40431365980076e-10,0.07041436085123415
22,0.0018561254746191991,0.003414868594104932,0.00048417049521189495,0.00048417049521189495,0.01758829873807698,0.00010918857591014202,0.0023465893850628523,0.0005314546400836615,0.07156780514194498,0.0005931254351354775,0.0005931254351354775,1.0051034298744188e-05,0.0001166417195318817,0.0042461355116741725,1.3159555667992864e-10,0.0692275898946711
23,0.0033614044382221857,0.004560076819457622,0.0006014944788738487,0.0006014944788738487,0.01906525076133179,0.00010910258035634385,0.0040128052660832,0.00056371154181435,0.06785217704811725,0.0006084704194011067,0.0006084704194011067,2.6217527508476844e-05,0.00012260591829695193,0.005411217527941239,8.384157418108296e-10,0.06363159527401786
24,0.00237418646041109,0.0033152177625610916,0.0006667424540985657,0.0006667424540985657,0.02053780667745413,0.00010841802203842811,0.003108558360110508,0.0006154754637407164,0.0635940906388611,0.0005940878270112156,0.0005940878270112156,4.6547124545837456e-05,0.00011669022753703156,0.00414753883830772,2.7998565741253467e-09,0.06345273567409802
25,0.0014455111841527285,0.0026345771303485062,0.0005534599469601849,0.0005534599469601849,0.017789259573289664,0.00010640873646418722,0.0020400242798174974,0.00045799382961942873,0.06938321909827272,0.0006011851289581838,0.0006011851289581838,2.5125286187221335e-05,0.00011293109929276156,0.0034796381292264322,8.014791645846802e-10,0.06860112877223981
26,0.002500133144933622,0.0029982469700784845,0.0007461479715511833,0.0007461479715511833,0.02081221042415441,0.00010880537965383466,0.003351095656695964,0.0005734677001975751,0.06248747839081549,0.0006208480291875763,0.0006208480291875763,1.740165848899748e-05,0.00011459563242064451,0.0038720471553566043,4.2101805384825355e-10,0.06607831783654278
