epoch,train_loss,val_loss,lr,train_mean_return,train_cvar,train_turnover,train_volatility,train_vol_excess,train_weight_path,train_diversify,train_excess_vs_ew,val_mean_return,val_cvar,val_turnover,val_volatility,val_vol_excess,val_weight_path,val_diversify,val_excess_vs_ew
1,0.02846620871423511,-0.003967807628214359,0.0003,0.0017465270939283073,0.0019043498032260686,0.008739478420466185,0.0003064706179429777,0.031011663377285004,0.00012056482955813408,0.0,-4.390711274027126e-05,0.002664225874468684,0.002744968282058835,0.0,0.00013780542940367013,0.0,0.0,0.0,-0.00014621738228015602
2,0.02336332661070628,-0.003958691842854023,2.9999999999999997e-05,0.0015346933869295754,0.0016776545671746135,0.007557573262602091,0.0002922993116953876,0.0255906879901886,8.868415534379892e-05,0.0,-8.397250689995417e-05,0.0026580202393233776,0.002738683484494686,0.0,0.00013734011736232787,0.0,0.0,0.0,-0.0001524233230156824
3,0.02236242435174063,-0.00394827825948596,2.9999999999999997e-05,0.0015550255629932508,0.001701825502095744,0.007619849406182766,0.0002964908089779783,0.02462010830640793,9.376332309329882e-05,0.0,-7.421197892654163e-05,0.002650931477546692,0.0027315057814121246,0.0,0.00013681220298167318,0.0,0.0,0.0,-0.00015951205568853766
4,0.02406757860444486,-0.00393717223778367,2.9999999999999997e-05,0.0016304628079524264,0.001785002910764888,0.007667945697903633,0.00029162943246774375,0.02644471824169159,9.946529462467879e-05,0.0,-6.701161944988598e-05,0.0026433286257088184,0.0027239362243562937,0.0,0.00013624914572574198,0.0,0.0,0.0,-0.00016711509670130908
5,0.03116615345061291,-0.0039266496896743774,2.9999999999999997e-05,0.0017040638194885105,0.0018418600666336715,0.007877434603869915,0.0003060793751501478,0.03363809734582901,0.00010325554467272013,0.0,-0.00010042289113698644,0.0026360719930380583,0.0027168686501681805,0.0,0.00013571306772064418,0.0,0.0,0.0,-0.0001743718603393063
6,0.028888032195027336,-0.0039170472882688046,2.9999999999999997e-05,0.0017298185412073508,0.0018800435063894838,0.008452901151031256,0.00029615268067573197,0.03140978515148163,0.00011151647049700841,0.0,-9.9921607215947e-05,0.0026294493582099676,0.00271042063832283,0.0,0.00013522508379537612,0.0,0.0,0.0,-0.00018099417502526194
7,0.02225717419059947,-0.003906887955963612,2.9999999999999997e-05,0.0015793260681675747,0.0017224510665982962,0.007486586691811681,0.00028892598129459657,0.02455325424671173,9.463915193919092e-05,0.0,-9.842896542977542e-05,0.0026224462781101465,0.0027035942766815424,0.0,0.0001347113575320691,0.0,0.0,0.0,-0.00018799738609232008
8,0.021707342995796353,-0.0038967146538197994,2.9999999999999997e-05,0.0015344997955253348,0.0016466282831970602,0.007513199932873249,0.0002850363598554395,0.0239226296544075,9.544861313770525e-05,0.0,-9.434932508156635e-05,0.0026154336519539356,0.0026967613957822323,0.0,0.00013419875176623464,0.0,0.0,0.0,-0.00019501005590427667
9,0.023562740760098677,-0.0038877353072166443,2.9999999999999997e-05,0.001652832914260216,0.0017969036307476927,0.00860990071669221,0.0002807031123666093,0.025973662734031677,0.00011849596194224432,0.0,-9.983538052438234e-05,0.002609244082123041,0.0026907308492809534,0.0,0.00013374836998991668,0.0,0.0,0.0,-0.00020119932014495134
10,0.020485168730374426,-0.003878950607031584,2.9999999999999997e-05,0.001562166347866878,0.0017038277292158455,0.008191073779016733,0.00028757471227436326,0.022755451500415802,0.00010537054549786262,0.0,-9.9084736120858e-05,0.0026031900197267532,0.0026848306879401207,0.0,0.00013330935325939208,0.0,0.0,0.0,-0.00020725361537188292
11,0.02249938993190881,-0.003869211534038186,2.9999999999999997e-05,0.0015114318812265992,0.0016550148284295574,0.008114818716421723,0.0002775752109300811,0.024699531495571136,0.00010891176862060092,0.0,-0.0001109979188527177,0.0025964793749153614,0.002678289543837309,0.0,0.0001328245416516438,0.0,0.0,0.0,-0.0002139643329428509
12,0.017440559051465243,-0.0038590121548622847,2.9999999999999997e-05,0.001453360600862652,0.0015924686886137351,0.008613037411123514,0.0002801740811264608,0.019550055265426636,0.00011630433436948806,0.0,-0.00011094744922957034,0.002589450217783451,0.0026714412961155176,0.0,0.00013231733464635909,0.0,0.0,0.0,-0.0002209932281402871
13,0.01905567740323022,-0.0038493801839649677,2.9999999999999997e-05,0.0014987618051236495,0.0016329369245795533,0.008585353847593069,0.00027939877327298746,0.02123119682073593,0.00012150633483543061,0.0,-0.00010715752705436898,0.002582813147455454,0.0026649755891412497,0.0,0.00013184198178350925,0.0,0.0,0.0,-0.00022763082233723253
14,0.018165993882576004,-0.003841270925477147,2.9999999999999997e-05,0.0016899506299523637,0.0018331386672798544,0.008450792171061039,0.00027802514523500577,0.02063348889350891,0.0001136759965447709,0.0,-0.00015013576921774074,0.0025772196240723133,0.0026595494709908962,0.0,0.00013144651893526316,0.0,0.0,0.0,-0.00023322417109739035
15,0.028655085516220424,-0.003832831047475338,2.9999999999999997e-05,0.0016512023503310047,0.0018040902214124799,0.008992650546133518,0.0002988400447065942,0.0310589000582695,0.00012513873662101105,0.0,-0.0001463045355194481,0.0025713955983519554,0.0026539068203419447,0.0,0.00013103631499689072,0.0,0.0,0.0,-0.00023904815316200256
16,0.021668118810339365,-0.0038230980280786753,2.9999999999999997e-05,0.0015675525792175904,0.0017106747982325032,0.008755216840654612,0.0002885723297367804,0.02394670993089676,0.0001231729329447262,0.0,-0.00014559769488187158,0.0025646905414760113,0.002647377084940672,0.0,0.00013056198076810688,0.0,0.0,0.0,-0.00024575303541496396
17,0.020054789201822132,-0.003812289098277688,2.9999999999999997e-05,0.0015830682532396168,0.0017285829817410558,0.00929894670844078,0.00027620072796707973,0.02236403524875641,0.0001370436802972108,0.0,-0.00013454881991492584,0.0025572471786290407,0.0026401192881166935,0.0,0.00013003524509258568,0.0,0.0,0.0,-0.0002531965437810868
18,0.023053295735735446,-0.003803068771958351,2.9999999999999997e-05,0.001628088328288868,0.0017718327580951154,0.009518219623714685,0.00027537338610272855,0.02542959898710251,0.0001507248598500155,0.0,-0.00012873397099610884,0.0025508971884846687,0.002633929019793868,0.0,0.00012958611478097737,0.0,0.0,0.0,-0.0002595466503407806
19,0.022974008141318336,-0.0037949320394545794,2.9999999999999997e-05,0.0015204463707050309,0.0016545153630431741,0.009477677755057812,0.0002799458598019555,0.02518172562122345,0.00014233169349608943,0.0,-0.00015342266851803288,0.0025452938862144947,0.002628467045724392,0.0,0.00012919065193273127,0.0,0.0,0.0,-0.0002651496615726501
20,0.022590952255995944,-0.003786468179896474,2.9999999999999997e-05,0.0016658902168273926,0.001805546518880874,0.009570521302521229,0.00028928147003171034,0.025014959275722504,0.00015094126138137653,0.0,-0.00014828300118097104,0.002539465669542551,0.002622784348204732,0.0,0.00012877900735475123,0.0,0.0,0.0,-0.00027097799465991557
