epoch,train_loss,val_loss,lr,train_mean_return,train_cvar,train_turnover,train_volatility,train_vol_excess,train_weight_path,train_diversify,val_mean_return,val_cvar,val_turnover,val_volatility,val_vol_excess,val_weight_path,val_diversify
1,0.017232600759598427,-0.0033177633304148912,0.0003,0.0012571276020025834,0.0013597243232652545,0.01912875659763813,0.00027088770002592355,0.019034087657928467,0.0005933499778620899,0.0,0.0022242513950914145,0.0023110993206501007,0.0,0.00012407527538016438,0.0,0.0,0.0
2,0.011478367989184335,-0.003305360907688737,2.9999999999999997e-05,0.0014340779016492888,0.0015310817689169198,0.01696452498435974,0.0002625969718792476,0.013546638190746307,0.0004978334764018655,0.0,0.002215799642726779,0.002302576322108507,0.0,0.0001234537921845913,0.0,0.0,0.0
3,0.015541634864348453,-0.003295274218544364,2.9999999999999997e-05,0.0008854566622176208,0.0009938336734194309,0.01717299595475197,0.0002539268425607588,0.01679699867963791,0.00047597443335689604,0.0,0.002208926249295473,0.0022956463508307934,0.0,0.00012295048509258777,0.0,0.0,0.0
4,0.012037401742418297,-0.0032845386303961277,2.9999999999999997e-05,0.0016868124657776207,0.0017943679777090438,0.016737280413508415,0.00023601656357641332,0.014503344893455505,0.00045333597518038005,0.0,0.0022016121074557304,0.002288270276039839,0.0,0.00012241731747053564,0.0,0.0,0.0
5,0.011999197842669673,-0.0032722167670726776,2.9999999999999997e-05,0.00183711716090329,0.0019291671342216432,0.016928373835980892,0.0002693985552468803,0.014666147530078888,0.0005215119454078376,0.0,0.002193218097090721,0.0022798068821430206,0.0,0.00012180965131847188,0.0,0.0,0.0
6,0.008820051793009043,-0.003259285120293498,2.9999999999999997e-05,0.0005669491292792372,0.000653503040666692,0.016836139373481274,0.0002562456065788865,0.009585581719875336,0.0004778452275786549,0.0,0.0021844101138412952,0.002270926022902131,0.0,0.00012117598089389503,0.0,0.0,0.0
7,0.05140483579816646,-0.003247717162594199,2.9999999999999997e-05,0.0014245385973481461,0.0015225062816170976,0.01696014031767845,0.0003776701014430728,0.05340174585580826,0.0004702534934040159,0.0,0.0021765315905213356,0.0022629830054938793,0.0,0.00012061199959134683,0.0,0.0,0.0
8,0.07215124604408629,-0.0032355603761970997,2.9999999999999997e-05,0.0019359264188096859,0.0020326102676335722,0.016306346282362938,0.0004540638838079758,0.07487639784812927,0.0004527989658527076,0.0,0.0021682530641555786,0.0022546364925801754,0.0,0.00012002193398075178,0.0,0.0,0.0
9,0.01021635893266648,-0.0032216047402471304,2.9999999999999997e-05,0.00030466244788840413,0.0004016531311208382,0.017226943746209145,0.00023400139980367385,0.010604798793792725,0.0004818380402866751,0.0,0.002158751478418708,0.0022450576070696115,0.0,0.00011935135262319818,0.0,0.0,0.0
10,0.005351981002604589,-0.0032087371218949556,2.9999999999999997e-05,0.0014883416588418186,0.0015854761586524546,0.01741782668977976,0.00024184542417060584,0.007512085139751434,0.0005245207576081157,0.0,0.002149991923943162,0.0022362289018929005,0.0,0.00011873849871335551,0.0,0.0,0.0
11,0.004250869737006724,-0.003197513520717621,2.9999999999999997e-05,0.00151709423516877,0.0016048392280936241,0.017034473828971386,0.0002249964418297168,0.00645783543586731,0.0004980382800567895,0.0,0.0021423520520329475,0.0022285303566604853,0.0,0.00011820695362985134,0.0,0.0,0.0
12,0.011412945852498524,-0.0031875092536211014,2.9999999999999997e-05,0.0005882848054170609,0.00067126213980373,0.01771499589085579,0.0002529244084144011,0.012210346758365631,0.0005272078851703554,0.0,0.0021355419885367155,0.0022216690704226494,0.0,0.00011773452570196241,0.0,0.0,0.0
13,0.005346609174011974,-0.00317568052560091,2.9999999999999997e-05,0.0017251474491786212,0.0018140385654987767,0.01745923049747944,0.00024612761990283616,0.00785566121339798,0.0005112912331242114,0.0,0.002127490472048521,0.0022135567851364613,0.0,0.00011717677989508957,0.0,0.0,0.0
14,0.01760853483574465,-0.0031642375979572535,2.9999999999999997e-05,0.0012419868216966279,0.0013278899605211336,0.018145415000617504,0.000276651575404685,0.019376084208488464,0.0005642387259285897,0.0,0.0021197020541876554,0.002205709693953395,0.0,0.00011663846089504659,0.0,0.0,0.0
15,0.009030961511598434,-0.0031518549658358097,2.9999999999999997e-05,0.0009555019641993567,0.0010589926969259977,0.017925438471138477,0.00022709212498739362,0.010402359068393707,0.0005454463534988463,0.0,0.0021112754475325346,0.002197220688685775,0.0,0.00011606138286879286,0.0,0.0,0.0
16,0.008618525942438282,-0.0031395116820931435,2.9999999999999997e-05,0.0007872067217249423,0.0008887161529855803,0.01951376162469387,0.0002387818749411963,0.009730637073516846,0.0006316856306511909,0.0,0.0021028760820627213,0.0021887640468776226,0.0,0.00011549264308996499,0.0,0.0,0.0
17,0.008770954849751433,-0.003127594944089651,2.9999999999999997e-05,0.001277739938814193,0.0013810392119921744,0.018495636992156506,0.0002547826079535298,0.010611765086650848,0.0005839889345224947,0.0,0.002094769151881337,0.0021806019358336926,0.0,0.0001149503659689799,0.0,0.0,0.0
18,0.04831732668390032,-0.0031148018315434456,2.9999999999999997e-05,0.0020227002241881564,0.002123383921571076,0.01893018279224634,0.0003612430446082726,0.05122103542089462,0.0006116391159594059,0.0,0.0020860680378973484,0.0021718377247452736,0.0,0.00011436999920988455,0.0,0.0,0.0
19,0.005441549583338201,-0.0030994731932878494,2.9999999999999997e-05,0.0013731253566220403,0.001457398961065337,0.018147599883377552,0.000234297269344097,0.007426172494888306,0.0005336006579454988,0.0,0.0020756449084728956,0.0021613328717648983,0.0,0.00011367635306669399,0.0,0.0,0.0
20,0.0017426515114493668,-0.0030841382686048746,2.9999999999999997e-05,0.0010552765015745535,0.0011475322826299816,0.020110435783863068,0.00021484456374309957,0.003264203667640686,0.0006830839265603572,0.0,0.0020652669481933117,0.0021507306955754757,0.0,0.00011298783647362143,0.0,0.0,0.0
21,0.0038231700673350133,-0.0030714136082679033,2.9999999999999997e-05,0.0009925598715199158,0.0010939521307591349,0.018544231541454792,0.00023991203124751337,0.005242690443992615,0.0005966072785668075,0.0,0.00205675489269197,0.0021417438983917236,0.0,0.00011242641630815342,0.0,0.0,0.0
22,0.0029734311101492494,-0.0030604132916778326,2.9999999999999997e-05,0.000800088222604245,0.0008965576853370294,0.01942217256873846,0.0002275214865221642,0.004107974469661713,0.0006313993653748184,0.0,0.0020493960473686457,0.002133977133780718,0.0,0.0001119428634410724,0.0,0.0,0.0
23,0.001411374716553837,-0.003050048602744937,2.9999999999999997e-05,0.0011127881880383939,0.0012007754849037156,0.021343618631362915,0.00021360464597819373,0.0030176714062690735,0.0007714013627264649,0.0,0.002042460488155484,0.002126664388924837,0.0,0.00011148798512294888,0.0,0.0,0.0
24,0.0022584918624488637,-0.0030412606429308653,2.9999999999999997e-05,0.0012934644764754921,0.0013952169101685286,0.01843960117548704,0.00021982085672789253,0.004139594733715057,0.000598573184106499,0.0,0.002036578254774213,0.0021204680670052767,0.0,0.00011110359628219157,0.0,0.0,0.0
25,0.001274112903047353,-0.00303356209769845,2.9999999999999997e-05,0.0011138012414448895,0.001209744848893024,0.019917570985853672,0.00020924075579387136,0.002888098359107971,0.0006779465184081346,0.0,0.0020314271096140146,0.002115038689225912,0.0,0.00011076861119363457,0.0,0.0,0.0
26,0.005337217065971345,-0.0030252342112362385,2.9999999999999997e-05,0.0010492106666788459,0.0011332274007145315,0.018803248181939125,0.00023685689666308463,0.006834551692008972,0.0006169280095491558,0.0,0.002025855705142021,0.002109162276610732,0.0,0.00011040551180485636,0.0,0.0,0.0
27,0.048193287548201624,-0.003016088157892227,2.9999999999999997e-05,0.0015372148882306647,0.00162074166291859,0.019403578713536263,0.00035156022931914777,0.05036503076553345,0.0006115910364314914,0.0,0.002019737381488085,0.0021027098409831524,0.0,0.00011000807717209682,0.0,0.0,0.0
