date,AESI,AIXI,ASST,ATMC,BFRG,BMR,CVKD,GNLX,GPCR,HSAI,ICG,IZM,MLYS,NXT,SKWD,TXO
2023-05-24,0.0002711649576667696,6.454918184317648e-05,7.610178727190942e-05,8.807031554169953e-05,8.329785487148911e-05,5.2835257520200685e-05,4.899266787106171e-05,0.17098867893218994,4.115450065000914e-05,7.770177035126835e-05,7.176971848821267e-05,0.8276621699333191,0.0001266120671061799,8.303651702590287e-05,0.00012100894673494622,0.00014289430691860616
2023-05-25,0.00030175590654835105,7.633622590219602e-05,8.895887731341645e-05,0.00010322776506654918,8.894631901057437e-05,6.548971578013152e-05,5.82284337724559e-05,0.2554222643375397,4.581259418046102e-05,8.937299571698532e-05,7.773055403959006e-05,0.7430341243743896,0.00015080033335834742,9.895378025248647e-05,0.00014466991706285626,0.00015328907466027886
2023-05-26,0.00028531020507216454,7.526269473601133e-05,7.395621651085094e-05,9.332381887361407e-05,7.93600847828202e-05,4.95158092235215e-05,5.555177995120175e-05,0.18213175237178802,4.6055272832745686e-05,8.022919064387679e-05,7.533946336479858e-05,0.8164486289024353,0.00013816352293360978,9.001599391922355e-05,0.00012119387974962592,0.0001563306141179055
2023-05-30,0.0003486026544123888,0.00010263590957038105,0.00010429225949337706,0.00012155162403360009,9.607734682504088e-05,6.737282092217356e-05,7.716851541772485e-05,0.3395095765590668,5.4749794799136e-05,9.905204206006601e-05,8.726742817088962e-05,0.6586789488792419,0.0001884423109004274,0.00012191208952572197,0.00016467749082949013,0.00017761583148967475
2023-05-31,0.00038391631096601486,0.0001195093645947054,0.00012991399853490293,0.00014316772285383195,0.00010518248745938763,8.749764674576e-05,9.267911809729412e-05,0.5090646147727966,5.803025487693958e-05,0.00011323576472932473,9.308454900747165e-05,0.4888572096824646,0.00022232629999052733,0.00014502521662507206,0.0002039748796960339,0.0001805598003556952
2023-06-01,0.00041294709080830216,0.00013970851432532072,0.00015481232549063861,0.00016079553461167961,0.00011228186485823244,0.00010521421063458547,0.00010825054778251797,0.6677473187446594,6.179793854244053e-05,0.0001221067359438166,9.915276314131916e-05,0.32993215322494507,0.00025445298524573445,0.0001685643510427326,0.00024100166046991944,0.00017941597616299987
2023-06-02,0.0004268424236215651,0.00014712868141941726,0.00016771547961980104,0.0001666294556343928,0.00011812835145974532,0.00011403537064325064,0.00011511986667755991,0.7131280899047852,6.250309525057673e-05,0.0001256057876162231,0.00010224638390354812,0.2844463288784027,0.0002663559280335903,0.0001754563272697851,0.0002583614841569215,0.00017950292385648936
2023-06-05,0.00043261321843601763,0.00014438392827287316,0.00016832543769851327,0.0001635658263694495,0.00012087693175999448,0.00011823717795778066,0.0001132191318902187,0.6995000839233398,6.347899761749431e-05,0.00012659207277465612,0.00010187637235503644,0.29806438088417053,0.00026599736884236336,0.00017462126561440527,0.00026313471607863903,0.0001786591747077182
2023-06-06,0.0004347568901721388,0.00014497755910269916,0.00017216232663486153,0.0001684462622506544,0.00012251478619873524,0.00012844092270825058,0.00011473066842881963,0.7255356311798096,6.429722270695493e-05,0.0001302676391787827,0.00010319977445760742,0.27197688817977905,0.0002724485530052334,0.0001789807138266042,0.00027519650757312775,0.0001771448878571391
2023-06-07,0.00041974856867454946,0.00012756844807881862,0.00014331148122437298,0.00014516945520881563,0.00011570749484235421,0.00010361701424699277,9.68436143011786e-05,0.5536680817604065,6.337884406093508e-05,0.00011932160123251379,9.903804311761633e-05,0.4440844655036926,0.00023908045841380954,0.00015778881788719445,0.00023480462550651282,0.00018210742564406246
