epoch,train_loss,val_loss,lr,train_mean_return,train_cvar,train_turnover,train_volatility,train_vol_excess,train_weight_path,train_diversify,val_mean_return,val_cvar,val_turnover,val_volatility,val_vol_excess,val_weight_path,val_diversify
18,-0.0017222240276169032,-0.003162965876981616,2.9999999999999997e-05,0.0011807568662334234,0.0012872059742221609,0.026402568444609642,0.00020403512462507933,0.0,0.0011822656379081309,0.0,0.002116984222084284,0.002195148728787899,0.0,0.00010318520071450621,0.0,0.0,0.0
19,0.0062430379330180585,-0.0031558715272694826,2.9999999999999997e-05,0.0013366094353841618,0.0014468214503722265,0.02530221175402403,0.00021813430794281885,0.008193880319595337,0.0011070496402680874,0.0,0.0021121755708009005,0.0021903091110289097,0.0,0.00010291709622833878,0.0,0.0,0.0
20,-0.0007359923547483049,-0.0031451303511857986,2.9999999999999997e-05,0.0009582641359884292,0.0010671405179891735,0.027397939004004,0.0001996675055124797,0.0006558746099472046,0.0013368160580284894,0.0,0.002104895655065775,0.002182980999350548,0.0,0.00010251144703943282,0.0,0.0,0.0
21,-0.0020547112653730437,-0.003137211548164487,2.9999999999999997e-05,0.0014006784767843783,0.0015045448817545548,0.029107392765581608,0.0001961883644980844,0.0,0.001455209800042212,0.0,0.0020995293743908405,0.0021775783970952034,0.0,0.00010221397678833455,0.0,0.0,0.0
22,-0.001799331781512592,-0.0031319770496338606,2.9999999999999997e-05,0.001228072705998784,0.0013406627986114472,0.02650163136422634,0.00019791946397162974,0.0,0.0011260173632763326,0.0,0.002095982665196061,0.002174005378037691,0.0,0.00010201680561294779,0.0,0.0,0.0
23,0.003665286785690114,-0.00312707363627851,2.9999999999999997e-05,0.0011867447174154222,0.0012900375659228303,0.02451223973184824,0.0002108485969074536,0.005391523241996765,0.0010272394283674657,0.0,0.0020926601719111204,0.0021706591360270977,0.0,0.0001018320326693356,0.0,0.0,0.0
24,-0.0019428611121838912,-0.003120199777185917,2.9999999999999997e-05,0.0013207996526034549,0.0014434747863560915,0.025867020711302757,0.00019912180141545832,0.0,0.0011509506730362773,0.0,0.0020880023948848248,0.0021659680642187595,0.0,0.00010157340875593945,0.0,0.0,0.0
25,-0.0008028306474443525,-0.00311120948754251,2.9999999999999997e-05,0.001173869939520955,0.0012830620689783245,0.026639966294169426,0.00019398961376282386,0.0009154528379440308,0.0012266075937077403,0.0,0.002081909216940403,0.002159836934879422,0.0,0.00010123609536094591,0.0,0.0,0.0
26,0.007902256940724328,-0.0031023293267935514,2.9999999999999997e-05,0.0013614070194307715,0.001476008808822371,0.02590948436409235,0.00020290446627768688,0.009900093078613281,0.001232178183272481,0.0,0.002075890079140663,0.002153783803805709,0.0,0.00010090532305184752,0.0,0.0,0.0
27,0.014628596196416765,-0.003092727391049266,2.9999999999999997e-05,0.0014361290232045576,0.0015597007586620748,0.026231061667203903,0.00023636168043594807,0.016726277768611908,0.001179162529297173,0.0,0.0020693824626505375,0.0021472396329045296,0.0,0.00010054958693217486,0.0,0.0,0.0
28,-6.688613211736083e-06,-0.0030798378866165876,2.9999999999999997e-05,0.0012372073106234893,0.0013438112946460024,0.024938395246863365,0.00019344085012562573,0.0018055960536003113,0.0010780924349091947,0.0,0.002060647588223219,0.0021384556312114,0.0,0.00010007464879890904,0.0,0.0,0.0
29,-0.002113746862988819,-0.0030704408418387175,2.9999999999999997e-05,0.0014422038693737704,0.0015406618331326172,0.024757501669228077,0.00019736275862669572,0.0,0.0010652437922544777,0.0,0.0020542799029499292,0.0021320520900189877,0.0,9.973006672225893e-05,0.0,0.0,0.0
30,-0.001900628034491092,-0.0030643148347735405,2.9999999999999997e-05,0.0012981969630345702,0.0014020148519193754,0.025446425192058086,0.00019693690410349518,0.0,0.001079599722288549,0.0,0.0020501287654042244,0.0021278781350702047,0.0,9.950616367859766e-05,0.0,0.0,0.0
31,-9.688940190244466e-05,-0.0030562919564545155,2.9999999999999997e-05,0.0011071548651671037,0.001217482888023369,0.02633640356361866,0.00019630600218079053,0.0015207380056381226,0.001159093575552106,0.0,0.0020446928683668375,0.002122411970049143,0.0,9.921381570165977e-05,0.0,0.0,0.0
32,0.005646327612339519,-0.003049194812774658,2.9999999999999997e-05,0.0012043608439853415,0.0013092835870338604,0.0265131751075387,0.00020696739375125617,0.007401727139949799,0.0011952733621001244,0.0,0.002039884217083454,0.002117576776072383,0.0,9.895604307530448e-05,0.0,0.0,0.0
33,0.007386211907942197,-0.003038430120795965,2.9999999999999997e-05,0.0014257846778491512,0.0015482200833503157,0.025095765478909016,0.00020730805408675224,0.009482339024543762,0.0011369162239134312,0.0,0.0020325914956629276,0.0021102437749505043,0.0,9.856661199592054e-05,0.0,0.0,0.0
34,-0.0018191213312093168,-0.003027267986908555,2.9999999999999997e-05,0.0012401739877532236,0.0013542934466386214,0.027502525597810745,0.00019615299970610067,0.0,0.001229326007887721,0.0,0.0020250300876796246,0.0021026404574513435,0.0,9.816484089242294e-05,0.0,0.0,0.0
35,-0.0009179611806757748,-0.0030166187789291143,2.9999999999999997e-05,0.0011583880404941738,0.0012540342868305743,0.027735545299947262,0.000186617919098353,0.0007740035653114319,0.0013146621640771627,0.0,0.0020178169943392277,0.002095386851578951,0.0,9.778318781172857e-05,0.0,0.0,0.0
36,0.0019522007642081007,-0.003007296472787857,2.9999999999999997e-05,0.0012032843806082383,0.0013062793586868793,0.027030514553189278,0.00020067648438271135,0.003708161413669586,0.0012534457491710782,0.0,0.0020115026272833347,0.002089038025587797,0.0,9.745035640662536e-05,0.0,0.0,0.0
37,0.0005147912015672773,-0.0029944817069917917,2.9999999999999997e-05,0.0011967973841819912,0.0013061501231277362,0.02608655858784914,0.00019049962429562584,0.0022692903876304626,0.001233904215041548,0.0,0.0020028233993798494,0.002080311765894294,0.0,9.699498332338408e-05,0.0,0.0,0.0
38,0.0013879303151043132,-0.0029814722947776318,2.9999999999999997e-05,0.0012817338356398977,0.0013923094957135618,0.0283069908618927,0.00018419509433442727,0.003273583948612213,0.001373817038256675,0.0,0.0019940133206546307,0.0020714534912258387,0.0,9.653554297983646e-05,0.0,0.0,0.0
39,0.0021535606720135547,-0.00296876416541636,2.9999999999999997e-05,0.0011006541681126691,0.0012021942311548628,0.024812083691358566,0.0001843293139245361,0.003763042390346527,0.0010499887284822762,0.0,0.001985408365726471,0.0020628010388463736,0.0,9.608965046936646e-05,0.0,0.0,0.0
40,-0.0018482735104043968,-0.0029595852829515934,2.9999999999999997e-05,0.0012656661929213442,0.0013632896589115262,0.027292008511722088,0.00019782311937888153,0.0,0.001259235490579158,0.0,0.001979193650186062,0.0020565525628626347,0.0,9.57691518124193e-05,0.0,0.0,0.0
41,-0.0018294214805791853,-0.002953581279143691,2.9999999999999997e-05,0.0012448053967091255,0.00135109190523508,0.024734177626669407,0.0001816560652514454,0.0,0.0010180288518313318,0.0,0.001975128659978509,0.0020524654537439346,0.0,9.556024451740086e-05,0.0,0.0,0.0
42,-0.0016511484136572108,-0.0029496990609914064,2.9999999999999997e-05,0.0011291970877209678,0.001225392654305324,0.02590642962604761,0.0001812630653148517,0.0,0.0011353116715326905,0.0,0.001972500467672944,0.002049822825938463,0.0,9.54254501266405e-05,0.0,0.0,0.0
43,-0.0002815551997628063,-0.0029449190478771925,2.9999999999999997e-05,0.0011535695812199265,0.0012601071794051677,0.02633032016456127,0.00018202186765847728,0.001410938799381256,0.0011815070756711066,0.0,0.001969264354556799,0.002046569250524044,0.0,9.525991481496021e-05,0.0,0.0,0.0
44,-0.0012126184592489153,-0.0029399876948446035,2.9999999999999997e-05,0.0008341754728462547,0.0009476136765442789,0.02797423768788576,0.0001904525161080528,0.0,0.0013760323636233807,0.0,0.0019659260287880898,0.00204321276396513,0.0,9.508958464721218e-05,0.0,0.0,0.0
45,-0.0016431390104116872,-0.002936798380687833,2.9999999999999997e-05,0.0011208944488316774,0.001229888410307467,0.0268632173538208,0.0001851580491347704,0.0,0.00120585405966267,0.0,0.0019637669902294874,0.0020410423167049885,0.0,9.497961582383141e-05,0.0,0.0,0.0
46,0.00048716623859945685,-0.002932165749371052,2.9999999999999997e-05,0.0009587929744157009,0.001071819307981059,0.028168950229883194,0.0001897759757412132,0.0018868446350097656,0.001362568698823452,0.0,0.001960631227120757,0.0020378888584673405,0.0,9.481999586569145e-05,0.0,0.0,0.0
47,-0.001916645502205938,-0.0029270532540977,2.9999999999999997e-05,0.0013029174151597545,0.0014081303961575031,0.02759362943470478,0.00018041792645817623,0.0,0.0012825297890231013,0.0,0.0019571706652641296,0.002034409437328577,0.0,9.464420872973278e-05,0.0,0.0,0.0
48,-0.0017739408649504185,-0.0029238222632557154,2.9999999999999997e-05,0.0012098794541088864,0.0013127825077390298,0.027406134642660618,0.00018439237828715704,0.0,0.001336169196292758,0.0,0.001954983687028289,0.00203221058472991,0.0,9.453333768760785e-05,0.0,0.0,0.0
49,-0.0015217283198580844,-0.002921761479228735,2.9999999999999997e-05,0.0010385266068624333,0.0011535846351762302,0.026016440242528915,0.00018694134269026108,0.0,0.0011996894027106464,0.0,0.0019535887986421585,0.002030808012932539,0.0,9.446270269108936e-05,0.0,0.0,0.0
50,0.011135639717394952,-0.002918683923780918,2.9999999999999997e-05,0.0013224468275438994,0.0014257948496378958,0.028505930677056313,0.00021354545242502354,0.013064071536064148,0.0013962698285467923,0.0,0.0019515057792887092,0.0020287137012928724,0.0,9.435749234398827e-05,0.0,0.0,0.0
51,-0.0018387819727649912,-0.0029123672284185886,2.9999999999999997e-05,0.0012492194146034308,0.0013557520214817487,0.026124821975827217,0.00017638349527260289,0.0,0.001216594479046762,0.0,0.0019472306594252586,0.0020244154147803783,0.0,9.414218220626935e-05,0.0,0.0,0.0
52,-0.0019877140075550415,-0.002908273134380579,2.9999999999999997e-05,0.0013539867049985332,0.0014571439241990447,0.026658806018531322,0.00018943570103147067,0.0,0.0012675136094912887,0.0,0.001944459741935134,0.002021630061790347,0.0,9.400293492944911e-05,0.0,0.0,0.0
53,-0.001985082228202373,-0.002905722241848707,2.9999999999999997e-05,0.0013492085854522884,0.0014590260689146817,0.026639727875590324,0.00018704573085415177,0.0,0.0011652387329377234,0.0,0.0019427333027124405,0.002019894076511264,0.0,9.391630010213703e-05,0.0,0.0,0.0
54,-0.0020183273936709156,-0.00290412874892354,2.9999999999999997e-05,0.0013701541829505004,0.001478186168242246,0.027566281147301197,0.00018158919192501344,0.0,0.0012527116923592985,0.0,0.0019416548311710358,0.0020188100170344114,0.0,9.386221063323319e-05,0.0,0.0,0.0
55,-0.0016214580973610282,-0.002903218613937497,2.9999999999999997e-05,0.0011062084813602269,0.001220816164277494,0.027576351538300514,0.00019006733054993674,0.0,0.0012485102051869035,0.0,0.0019410387612879276,0.002018190920352936,0.0,9.383136057294905e-05,0.0,0.0,0.0
56,-0.0018724416149780154,-0.0029027252458035946,2.9999999999999997e-05,0.0012719014048343524,0.0013818832667311653,0.02869254071265459,0.00018053049643640406,0.0,0.001361770206131041,0.0,0.0019407049985602498,0.002017855178564787,0.0,9.381472045788541e-05,0.0,0.0,0.0
57,-0.0016569481376791373,-0.0029025112744420767,2.9999999999999997e-05,0.0011300076148472726,0.0012340100074652582,0.024802526459097862,0.000179913538886467,0.0,0.0010767108760774136,0.0,0.001940560294315219,0.0020177094265818596,0.0,9.380749543197453e-05,0.0,0.0,0.0
58,-0.0017592826479813084,-0.0029024926479905844,2.9999999999999997e-05,0.0011998457885056268,0.001305486002820544,0.027594435028731823,0.00018635086598806083,0.0,0.0013068814878351986,0.0,0.0019405477214604616,0.0020176968537271023,0.0,9.380687697557732e-05,0.0,0.0,0.0
59,-0.0017196666958625428,-0.0029026006814092398,2.9999999999999997e-05,0.0011754490697057918,0.001268879343115259,0.028228328563272953,0.00018017815818893723,0.0,0.0013298926060087979,0.0,0.001940620713867247,0.002017770428210497,0.0,9.381051495438442e-05,0.0,0.0,0.0
60,0.0017361138488922734,-0.002900513121858239,2.9999999999999997e-05,0.0012192519207019359,0.0013209094104240648,0.027087561786174774,0.00019083568986388855,0.003520280122756958,0.0012249838910065591,0.0,0.0019392078975215554,0.0020163499284535646,0.0,9.373956709168851e-05,0.0,0.0,0.0
61,-0.001816886433516629,-0.002889396855607629,2.9999999999999997e-05,0.001349074998870492,0.0014391053409781307,0.026581808924674988,0.00017155964269477408,0.0001658424735069275,0.001188663300126791,0.0,0.0019316847901791334,0.0020087873563170433,0.0,9.336316725239158e-05,0.0,0.0,0.0
62,-0.0018435732781654224,-0.00288102007471025,2.9999999999999997e-05,0.0012553799897432327,0.0013651662738993764,0.026630554348230362,0.00018854001973522827,0.0,0.0011983767035417259,0.0,0.0019260159460827708,0.002003089291974902,0.0,9.308081644121557e-05,0.0,0.0,0.0
63,-0.0017209461075253785,-0.0028756149113178253,2.9999999999999997e-05,0.0011766041861847043,0.0012706485576927662,0.028145059943199158,0.0001816838666854892,0.0,0.0014044225681573153,0.0,0.0019223581766709685,0.001999412663280964,0.0,9.28992303670384e-05,0.0,0.0,0.0
64,-0.0015814164653420448,-0.002872147597372532,2.9999999999999997e-05,0.0010787320061353967,0.0011825008259620517,0.02565942332148552,0.00017691079119686037,0.0,0.0011059134849347174,0.0,0.0019200120586901903,0.001997054321691394,0.0,9.278299694415182e-05,0.0,0.0,0.0
65,-0.0015368891472462565,-0.002869961317628622,2.9999999999999997e-05,0.001049085083650425,0.0011561366263777018,0.02636810950934887,0.00018028570411843248,0.0,0.0012137849116697907,0.0,0.0019185326527804136,0.0019955672323703766,0.0,9.270979353459552e-05,0.0,0.0,0.0
66,-0.001700643406365998,-0.002868646290153265,2.9999999999999997e-05,0.0011613133392529562,0.0012588437894009985,0.0279445955529809,0.0001799211313482374,0.0,0.0013130365405231714,0.0,0.0019176427740603685,0.0019946724642068148,0.0,9.266578854294494e-05,0.0,0.0,0.0
67,-0.001266326435143128,-0.0028678912203758955,2.9999999999999997e-05,0.000872554286615923,0.0009655068861320615,0.025882214307785034,0.00017772253704606555,0.0,0.0012000054121017456,0.0,0.001917131943628192,0.001994159072637558,0.0,9.264055552193895e-05,0.0,0.0,0.0
68,-0.0015995513531379402,-0.0028674877248704433,2.9999999999999997e-05,0.0010937555925920606,0.0011898277007276192,0.02758670412003994,0.00017798158296500333,0.0,0.00127348059322685,0.0,0.001916858833283186,0.0019938847981393337,0.0,9.262708044843748e-05,0.0,0.0,0.0
69,-0.0014666846909676678,-0.002867333125323057,2.9999999999999997e-05,0.001002322678687051,0.001107618338210159,0.028907211497426033,0.00017861296873888932,0.0,0.0014070658362470567,0.0,0.0019167542923241854,0.001993779558688402,0.0,9.262191451853141e-05,0.0,0.0,0.0
70,-0.001765129879458982,-0.002867339178919792,2.9999999999999997e-05,0.0011978511829511262,0.0013104309182381257,0.026680714450776577,0.00017561936329002492,0.0,0.0012703639222308993,0.0,0.0019167584832757711,0.001993783749639988,0.0,9.262215462513268e-05,0.0,0.0,0.0
71,-0.001846503175329417,-0.002867469098418951,2.9999999999999997e-05,0.0012580066977534443,0.0013595792115665972,0.027265256270766258,0.00018234199524158612,0.0,0.0012208378175273538,0.0,0.0019168463768437505,0.0019938722252845764,0.0,9.262653475161642e-05,0.0,0.0,0.0
72,-0.0017591368523426354,-0.002867730101570487,2.9999999999999997e-05,0.0011947716266149655,0.001305979531025514,0.02881928998976946,0.00017697160728857853,0.0,0.0013878981699235737,0.0,0.0019170230953022838,0.0019940491765737534,0.0,9.263525134883821e-05,0.0,0.0,0.0
73,-0.001960176698048599,-0.0028680223040282726,2.9999999999999997e-05,0.0013270826602820307,0.0014437184145208448,0.027318835258483887,0.00017727022714097984,0.0,0.0012995905708521605,0.0,0.0019172208849340677,0.0019942480139434338,0.0,9.26449938560836e-05,0.0,0.0,0.0
74,-0.0011916651565115899,-0.0028640995733439922,2.9999999999999997e-05,0.001102114692912437,0.0012086632777936757,0.026132320053875446,0.00019240338951931335,0.0004184618592262268,0.0011761189089156687,0.0,0.0019145664991810918,0.0019915804732590914,0.0,9.251415031030774e-05,0.0,0.0,0.0
75,-0.001643173600314185,-0.0028616334311664104,2.9999999999999997e-05,0.001118662505177781,0.0012284145777812228,0.026042398065328598,0.00017916049546329305,0.0,0.0011590804788284004,0.0,0.0019128976855427027,0.001989903161302209,0.0,9.243196109309793e-05,0.0,0.0,0.0
76,-0.001738295926770661,-0.002860147040337324,2.9999999999999997e-05,0.00118673087854404,0.0012886960103060119,0.027109431102871895,0.00018531253954279236,0.0,0.0012670208234339952,0.0,0.0019118920899927616,0.001988892210647464,0.0,9.238243364961818e-05,0.0,0.0,0.0
77,-0.0014026228163857013,-0.002859304426237941,2.9999999999999997e-05,0.0009620773780625314,0.0010659905165084638,0.027462268248200417,0.00018464109234628268,0.0,0.0012931367964483798,0.0,0.0019113218877464533,0.0019883192144334316,0.0,9.23543339013122e-05,0.0,0.0,0.0
78,-0.0017031371826305985,-0.0028588874265551567,2.9999999999999997e-05,0.0011588577763177454,0.0012715064804069698,0.028547818772494793,0.0001826738916861359,0.0,0.0013693053042516112,0.0,0.0019110399298369884,0.001988035626709461,0.0,9.234040771843866e-05,0.0,0.0,0.0
79,-0.0014854789478704333,-0.0028587679844349623,2.9999999999999997e-05,0.0010163160259253345,0.0011250876414123923,0.02831058483570814,0.00018648423065315,0.0,0.0013878298923373222,0.0,0.001910958904772997,0.001987954368814826,0.0,9.23364277696237e-05,0.0,0.0,0.0
80,-0.001684839662630111,-0.002858811756595969,2.9999999999999997e-05,0.0011493962156237103,0.0012581497721839696,0.027110397815704346,0.00018700023065321147,0.0,0.0013131023733876646,0.0,0.0019109885906800628,0.0019879841711372137,0.0,9.233787568518892e-05,0.0,0.0,0.0
81,-0.0015970561798894778,-0.0028589924331754446,2.9999999999999997e-05,0.0010907600517384708,0.0011927389568882063,0.03036670107394457,0.00017984847727348097,0.0,0.0014907103031873703,0.0,0.001911110826767981,0.0019881068728864193,0.0,9.234388562617823e-05,0.0,0.0,0.0
82,-0.0018546543433330953,-0.0028592473827302456,2.9999999999999997e-05,0.0012611308484338224,0.001367564735119231,0.02952219545841217,0.00018022685617324896,0.0,0.0014540456468239427,0.0,0.0019112833542749286,0.0019882803317159414,0.0,9.235236211679876e-05,0.0,0.0,0.0
83,-0.0015298144353437237,-0.0028595796320587397,2.9999999999999997e-05,0.001043924090481596,0.0011517930870468263,0.025767249055206776,0.00017978815958485939,0.0,0.0011205135961063206,0.0,0.0019115082686766982,0.0019885064102709293,0.0,9.236342884832993e-05,0.0,0.0,0.0
84,-0.0015510890661971644,-0.002859931904822588,2.9999999999999997e-05,0.0010633663550834171,0.0011535954108694568,0.027175087481737137,0.00017789822595659643,0.0,0.0012589158141054213,0.0,0.0019117463380098343,0.001988745993003249,0.0,9.237516496796161e-05,0.0,0.0,0.0
85,-0.0014249784435378388,-0.0028602546080946922,2.9999999999999997e-05,0.0009727014548843727,0.0010823827178683132,0.027385429479181767,0.0001775866185198538,0.0,0.0012099544401280582,0.0,0.0019119648495689034,0.001988965319469571,0.0,9.238594066118822e-05,0.0,0.0,0.0
86,-0.0015723695105407387,-0.00286060175858438,2.9999999999999997e-05,0.0010737926641013473,0.0011751422134693712,0.026371936313807964,0.0001777533398126252,0.0,0.0011758830514736474,0.0,0.0019121997756883502,0.001989201409742236,0.0,9.239750943379477e-05,0.0,0.0,0.0
87,-0.0016657928208587691,-0.0028609936125576496,2.9999999999999997e-05,0.0011381926742615178,0.0012389471885398962,0.027352447621524334,0.00018350271420786157,0.0,0.0012203786754980683,0.0,0.0019124648533761501,0.00198946800082922,0.0,9.2410555225797e-05,0.0,0.0,0.0
88,-0.0015276275553333107,-0.0028613819740712643,2.9999999999999997e-05,0.0010435555050207768,0.0011525830632308498,0.02753782644867897,0.00018418576291878708,0.0,0.001266834675334394,0.0,0.0019127276027575135,0.0019897320307791233,0.0,9.242349187843502e-05,0.0,0.0,0.0
89,-0.002055390039458871,-0.0028617619536817074,2.9999999999999997e-05,0.001395555147610139,0.001498218218330294,0.02742011286318302,0.00017829770149546675,0.0,0.0012537773582153022,0.0,0.001912984880618751,0.0019899902399629354,0.0,9.243613749276847e-05,0.0,0.0,0.0
90,-0.0016027381061576307,-0.002862173831090331,2.9999999999999997e-05,0.0010912713914876804,0.0011982486175838858,0.027691639959812164,0.0001750673764036037,0.0,0.0012389253824949265,0.0,0.001913263462483883,0.0019902708008885384,0.0,9.244986722478643e-05,0.0,0.0,0.0
91,-0.0018855521484510973,-0.0028626013081520796,2.9999999999999997e-05,0.0012835456655011512,0.0013799780863337219,0.027123000472784042,0.00017571166972629726,0.0,0.0012668163981288671,0.0,0.0019135527545586228,0.0019905613735318184,0.0,9.2464113549795e-05,0.0,0.0,0.0
92,-0.0017624783795326948,-0.00286305183544755,2.9999999999999997e-05,0.0012036910193273798,0.001296867718338035,0.027392571792006493,0.0001790405331121292,0.0,0.001261852215975523,0.0,0.001913857413455844,0.001990867778658867,0.0,9.247913840226829e-05,0.0,0.0,0.0
93,-0.001957357999344822,-0.0028634737245738506,2.9999999999999997e-05,0.0013350005392567255,0.0014236211791285314,0.026108562014997005,0.00017867315182229504,0.0,0.0011650669621303678,0.0,0.001914143213070929,0.0019911546260118484,0.0,9.249322465620935e-05,0.0,0.0,0.0
94,-0.0016895053850021213,-0.002863930771127343,2.9999999999999997e-05,0.0011564768064999953,0.0012478077551349998,0.02713867649435997,0.0001814999159250874,0.0,0.0012540300376713276,0.0,0.0019144521793350577,0.0019914654549211264,0.0,9.250848233932629e-05,0.0,0.0,0.0
95,-0.0016152283496921882,-0.002864374779164791,2.9999999999999997e-05,0.0011037282092729583,0.0012035451363772154,0.028304673731327057,0.00018027539772447199,0.0,0.001347067125607282,0.0,0.0019147525308653712,0.0019917674362659454,0.0,9.252329618902877e-05,0.0,0.0,0.0
96,-0.0019426069793553324,-0.0028648381121456623,2.9999999999999997e-05,0.0013170626043574885,0.0014299185932031833,0.027302980422973633,0.00017857483544503339,0.0,0.0012758024386130273,0.0,0.0019150662701576948,0.0019920822232961655,0.0,9.253875759895891e-05,0.0,0.0,0.0
97,-0.0015190678532235324,-0.0028653042390942574,2.9999999999999997e-05,0.0010390364041086286,0.001135833517764695,0.02641644235700369,0.00017552201461512595,0.0,0.00124302291078493,0.0,0.0019153815228492022,0.0019923998042941093,0.0,9.255432087229565e-05,0.0,0.0,0.0
98,-0.0018312888569198549,-0.0028657675720751286,2.9999999999999997e-05,0.0012497984716901556,0.0013480731577146798,0.026693735271692276,0.00018484571774024516,0.0,0.0012330194585956633,0.0,0.001915695029310882,0.0019927145913243294,0.0,9.256979683414102e-05,0.0,0.0,0.0
99,-0.0013131995219737291,-0.0028662567492574453,2.9999999999999997e-05,0.0008980341954156756,0.0010098547718371265,0.02652006223797798,0.0001792596813174896,0.0,0.0013213775819167495,0.0,0.001916026114486158,0.0019930475391447544,0.0,9.258616773877293e-05,0.0,0.0,0.0
