,OGD_Portfolio,Equal_Weight,SPY_Only,IPO_Only,SPY_Weight,IPO_Weight
2020-08-13,0.011096715889133824,0.005016603501848181,-0.0018078755854935569,0.011841082589189918,0.05453652,0.9454635
2020-08-14,-0.02279815658020878,-0.011530347708020168,2.965247881991928e-05,-0.023090347894860256,0.012638032,0.98736197
2020-08-17,0.05119009529940185,0.027561222405525325,0.0031768312774076435,0.051945613533643006,0.015491873,0.98450816
2020-08-18,0.06596383998519556,0.03406214173582697,0.0021604434864583855,0.06596383998519556,0.0,1.0
2020-08-19,0.005797490160491131,0.0010691684511568282,-0.004163907487022445,0.006302244389336101,0.04822728,0.9517727
2020-08-20,0.010187522101452965,0.006787678818184802,0.003113531236871303,0.010461826399498301,0.03732893,0.96267104
2020-08-21,-0.020257168006612175,-0.009260834415848717,0.003547819755672199,-0.022069488587369634,0.070745915,0.92925406
2020-08-24,0.03235428936678653,0.02194803100677957,0.010132959592836777,0.03376310242072236,0.059619278,0.9403807
2020-08-25,0.032748053033296774,0.019618927175375177,0.0034992370081106117,0.03573861734263974,0.09276119,0.9072388
2020-08-26,0.051074323478406715,0.03237014267198349,0.010025549047811388,0.054714736296155586,0.081460744,0.9185393
2020-08-27,-0.037165217325596404,-0.02003154548347587,0.0021867967098467833,-0.04224988767679852,0.11442503,0.88557494
2020-08-28,-0.005479695039667714,-0.00019647467909369738,0.006458919105523098,-0.006851868463710492,0.103087336,0.8969127
2020-08-31,-0.013555978770741817,-0.009370595485276443,-0.003622114275575683,-0.015119076694977203,0.13595751,0.8640425
2020-09-01,0.053357205218436246,0.034512698498881514,0.009418534227399578,0.05960686277036344,0.12452409,0.8754759
2020-09-02,-0.008302799789152658,0.0007181350830730258,0.014464157738595551,-0.0130278875724495,0.17187111,0.82812893
2020-09-03,-0.053718281103575155,-0.04619108371667799,-0.03441476233805707,-0.057967405095298914,0.18040968,0.81959033
2020-09-04,-0.02714889003841875,-0.01986770524094698,-0.008164684014798973,-0.03157072646709499,0.1889186,0.8110814
2020-09-08,-0.037560140520197335,-0.03370030661974009,-0.027322866558434855,-0.04007774668104533,0.19738385,0.8026162
2020-09-09,0.031605179513820164,0.027208980922534386,0.01974743956873737,0.034670522276331404,0.20540945,0.79459053
2020-09-10,0.005936064931517223,-0.0030476767766573903,-0.01736360744570642,0.011268253892391639,0.18623272,0.8137673
2020-09-11,-0.008103926344382879,-0.004948514792820689,0.0005091230466587326,-0.01040615263230011,0.21091788,0.78908217
2020-09-14,0.05939203981499092,0.04282711109055871,0.013171357303125575,0.07248286487799184,0.22071311,0.7792869
2020-09-15,0.01120573018464024,0.009051028063550442,0.005052288596354648,0.013049767530746237,0.23057738,0.76942265
2020-09-16,-0.004781448239320958,-0.004524039107176423,-0.003968720790085145,-0.005079357424267701,0.26823267,0.7317673
2020-09-17,-0.021613931887432044,-0.018028950578314596,-0.008795239728752846,-0.027262661427876346,0.30587533,0.69412464
2020-09-18,0.014705507057519884,0.008453762488713951,-0.0115127707777265,0.028420295755154402,0.34344444,0.6565556
2020-09-21,-0.01559664614349673,-0.014670593123877243,-0.011129533567628802,-0.018211652680125683,0.3692406,0.63075936
2020-09-22,0.04202285254398988,0.03650060765195444,0.010184400854868825,0.06281681444904005,0.39507905,0.604921
2020-09-23,-0.037276042117416835,-0.03535218783801658,-0.023190868895435535,-0.047513506780597625,0.42090273,0.5790973
2020-09-24,0.006193427336298271,0.005854019446771109,0.0026652900614456687,0.00904274883209655,0.44678012,0.5532199
2020-09-25,0.02567498028911238,0.025182176721624025,0.016166823890355175,0.034197529552892875,0.47266865,0.52733135
2020-09-28,0.04447652942055856,0.044394776545319176,0.016609636635422254,0.0721799164552161,0.49852884,0.50147116
2020-09-29,0.002350476031880459,0.0025082292763009013,-0.005445989759566561,0.010462448312168363,0.5099163,0.49008366
2020-09-30,-0.00030336113076178187,-0.0006539055397952777,0.007582112469368019,-0.008889923548958574,0.5212812,0.47871882
2020-10-01,-0.006013997562103522,-0.006882944550795862,0.006419684968582473,-0.020185574070174198,0.5326607,0.46733928
2020-10-02,-0.018161020384097015,-0.018998297731508414,-0.009494654562765548,-0.028501940900251283,0.54405034,0.45594966
2020-10-05,0.022463783293527474,0.023052960893096653,0.017733223631867245,0.02837269815432606,0.55537665,0.44462338
2020-10-06,-0.005753135040511741,-0.004450615666998415,-0.014215853344010543,0.005314622010013714,0.56669164,0.43330836
2020-10-07,0.016934847990310677,0.016847677480861457,0.017406623637295393,0.01628873132442752,0.5779771,0.4220229
2020-10-08,0.0022697629813787355,0.0008375114992191426,0.008862434983952117,-0.0071874119855138315,0.5892377,0.41076228
2020-10-09,0.0077102232128337025,0.007403405542906652,0.008930223105639179,0.005876587980174126,0.6004762,0.3995238
2020-10-12,0.012185094301594847,0.01106216737146052,0.016087796951800737,0.006036537791120302,0.61172,0.38827997
2020-10-13,-0.001319562454806396,0.000378064380069253,-0.006526105820655936,0.007282234580794442,0.62294215,0.37705788
2020-10-14,-0.007372273552467336,-0.007771473914170459,-0.006283539246380365,-0.009259408581960553,0.6341458,0.3658542
2020-10-15,-0.0011057819830365466,-0.0010525510013160246,-0.0012356848808222631,-0.0008694171218097861,0.6453336,0.35466638
2020-10-16,-1.0785807568925874e-05,0.0002597155509641032,-0.000604576585227834,0.0011240076871560404,0.6564872,0.34351277
2020-10-19,-0.012947433817310509,-0.011809484176317275,-0.015203252678138934,-0.008415715674495618,0.66765285,0.33234712
2020-10-20,0.0035334427964792713,0.003270641181642531,0.004005644592278923,0.0025356377710061386,0.6787757,0.3212243
2020-10-21,0.0071398483775966725,0.012670817026275602,-0.0018929555530249331,0.027234589605576138,0.6898879,0.3101121
2020-10-22,0.022139504328352724,0.03333144881301625,0.005485498150729073,0.06117739947530342,0.7009618,0.2990382
2020-10-23,-0.012609761701184136,-0.02439238282060174,0.0033949293470938446,-0.052179694988297325,0.71201444,0.2879856
2020-10-26,-0.018244556157877144,-0.0180550806116312,-0.018479708648297843,-0.01763045257496456,0.7231083,0.27689168
2020-10-27,0.007966078222788138,0.01801818677121608,-0.0034474352463179647,0.03948380878875012,0.73414433,0.26585564
2020-10-28,-0.02834486275249264,-0.022733045099078687,-0.034178919359521664,-0.011287170838635709,0.74514586,0.25485417
2020-10-29,0.011378707805766195,0.012654718000727452,0.010163610990083338,0.015145825011371565,0.756113,0.24388698
2020-10-30,-0.022804008026606745,-0.03699881717321546,-0.010424910339025262,-0.06357272400740566,0.7670817,0.23291829
2020-11-02,0.013090008149700901,0.015448202932799745,0.011208481598526276,0.019687924267073213,0.7781073,0.22189271
2020-11-03,0.021932167511937578,0.027795235191046028,0.0176557636169965,0.037934706765095555,0.7891209,0.21087906
2020-11-04,0.02837713618053505,0.03743006810049195,0.022349099537670503,0.0525110366633134,0.8001442,0.19985577
2020-11-05,0.031161268113958536,0.04176622063134354,0.01950265920591754,0.06402978205676954,0.7381684,0.2618316
2020-11-06,0.004835269065747168,0.01195981799795137,-0.0002281649900977012,0.02414780098600044,0.7922776,0.2077224
2020-11-09,-0.0002406062392013176,-0.019980186868627545,0.012565627641455412,-0.0525260013787105,0.80325836,0.19674164
2020-11-10,-0.008412981432762865,-0.014899156487913881,-0.0014663912043937355,-0.028331921771434027,0.7414311,0.25856888
2020-11-11,0.013628275078040441,0.022591678801828805,0.007428224601276012,0.0377551330023816,0.79555947,0.20444056
2020-11-12,0.001104157032842841,0.018233157452541306,-0.009700681185102478,0.04616699609018509,0.8065995,0.19340053
2020-11-13,0.016316973690799406,0.018689292369454272,0.01384453118152007,0.023534053557388475,0.74483347,0.25516656
2020-11-16,0.014716355024279294,0.018034057890816458,0.012482666147128674,0.023585449634504242,0.7988172,0.20118278
2020-11-17,0.004984592510187572,0.014332654564797685,-0.005378476946376831,0.0340437860759722,0.73712647,0.26287353
2020-11-18,-0.007029752176297343,-5.8419096788983604e-05,-0.012035001478075236,0.011918163284497268,0.7910402,0.20895985
2020-11-19,0.011091187477307947,0.021587029751716173,0.0042103127181687405,0.038963746785263605,0.80200875,0.19799122
2020-11-20,0.0010203675128618705,0.008305691747219632,-0.006847886422576721,0.023459269917015985,0.74038297,0.25961703
2020-11-23,0.026307970685810603,0.055346812726275466,0.0059945930577922635,0.10469903239475867,0.79419994,0.20580004
2020-11-24,0.017870022661214444,0.02061926296080486,0.016113881890376325,0.025124644031233396,0.80510634,0.19489367
2020-11-25,0.014117086999604329,0.02898329138632497,-0.0015417054556179366,0.059508288228267876,0.7435087,0.2564913
2020-11-27,0.00919680043631972,0.018594297510766227,0.0027846236340212105,0.034403971387511244,0.7972072,0.20279282
2020-11-30,-0.008109633494893992,-0.011393893332710816,-0.004427100448722632,-0.018360686216699,0.73570824,0.26429182
2020-12-01,-0.002089684234202584,-0.019988670193973698,0.010937419804496695,-0.05091476019244409,0.7893833,0.21061674
2020-12-02,-0.004503222549849376,-0.01443947925970649,0.0021038085177245147,-0.030982767037137496,0.80031085,0.19968918
2020-12-03,0.014546220141903618,0.028111296854020775,-0.0002726506105950044,0.056495244318636555,0.7389568,0.26104316
2020-12-04,0.016473428762506504,0.027555617691313025,0.008617518093546828,0.04649371728907922,0.7925898,0.20741022
2020-12-07,0.007402995574333472,0.02200763766307441,-0.0020547699566657585,0.04607004528281458,0.80347425,0.19652575
2020-12-08,0.007639777605289656,0.012066381957485956,0.002926116948074764,0.02120664696689715,0.7421486,0.25785142
2020-12-09,-0.01680699992734879,-0.02814893603319702,-0.008968974583574152,-0.04732889748281989,0.7956715,0.20432849
2020-12-10,0.004120392595361262,0.011169091094751239,-0.0003268408761948338,0.02266502306569731,0.8065736,0.1934264
2020-12-11,-0.009256208574419198,-0.017045600207338592,-0.0011727862384008914,-0.03291841417627629,0.74536896,0.25463104
2020-12-14,-0.010915427846772406,-0.02048444084511549,-0.004477057700982945,-0.03649182398924804,0.79889375,0.20110627
2020-12-15,0.0074960173689767925,0.0020304536462521765,0.01351930609814711,-0.009458398805642757,0.7378638,0.26213622
2020-12-16,0.004026457476272168,0.007459124439737943,0.0015694110617763268,0.01334883781769956,0.79141206,0.20858794
2020-12-17,0.007591499819639267,0.010650903847566411,0.005592138756705722,0.0157096689384271,0.8023864,0.19761357
2020-12-18,0.00558737264609604,0.014534725143756297,-0.003992924204206716,0.03306237449171931,0.7414595,0.25854054
2020-12-21,0.005262394914648121,0.017970674585749746,-0.0035754593631988074,0.0395168085346983,0.7949086,0.20509142
2020-12-22,-0.002081628715765067,-0.002705712277976699,-0.0016853654485330383,-0.0037260591074203594,0.8058193,0.1941807
2020-12-23,-0.003267427146251259,-0.007265877523565257,0.0008983196677347927,-0.015430074714865306,0.74487716,0.25512287
2020-12-24,-0.0011555288844505747,-0.008610237285293684,0.0038904996279558457,-0.021110974198543214,0.79817075,0.20182924
2020-12-28,-0.010856633693699278,-0.028432838389823543,0.008590746829014728,-0.06545642360866182,0.73736495,0.26263502
2020-12-29,-0.0022802008793006093,-0.0027974312102347497,-0.0019078544679230758,-0.0036870079525464236,0.7907171,0.20928289
2020-12-30,0.0023044304333861712,0.0036388786611048656,0.0014270032061367566,0.005850754116072975,0.8016554,0.19834462
2020-12-31,-0.003765765128164392,-0.011996600754247985,0.005080728219841513,-0.029073929728337482,0.7409872,0.2590128
2021-01-04,-0.014157223683712144,-0.014934160054417212,-0.013614108341702846,-0.016254211767131578,0.79428273,0.2057173
2021-01-05,0.01148699379852226,0.01869522801888091,0.00688748642248993,0.030502969615271887,0.8052334,0.1947666
2021-01-06,-0.003705048452282522,-0.012981850727509986,0.005978448531637426,-0.0319421499866574,0.74463755,0.25536245
2021-01-07,0.028393382880758423,0.04833768693110562,0.014857341498308863,0.08181803236390238,0.79785097,0.20214906
2021-01-08,0.007261662271254094,0.008675005063668726,0.0056981884907216784,0.011651821636615775,0.7373916,0.26260838
2021-01-11,-0.005668971992074779,-0.004181764284306021,-0.006741014995487071,-0.0016225135731249701,0.7905553,0.2094447
2021-01-12,0.013112805811893145,0.03269585143523412,0.00021099108139654987,0.06518071178907169,0.80141807,0.19858196
2021-01-13,0.00510116264818965,0.007340267262518595,0.0026933665415946884,0.011987167983442501,0.7409245,0.2590755
2021-01-14,0.0018184570962993182,0.00940548943467451,-0.003502257925982577,0.022313236795331596,0.7938945,0.20610549
2021-01-15,-0.012711442929899095,-0.021164406578210757,-0.007292514566931918,-0.035036298589489596,0.8046795,0.19532046
2021-01-19,0.011747524824749953,0.015468204409599695,0.007852004486611053,0.023084404332588338,0.74426085,0.25573912
2021-01-20,0.0077559490084843415,-0.0011553782850636362,0.013838470308546569,-0.01614922687867384,0.7971661,0.20283389
2021-01-21,0.006160292148406671,0.010884985326628264,0.0009118172175650585,0.02085815343569147,0.7368703,0.26312977
2021-01-22,0.006905742091321919,0.021298919987049227,-0.003539464002630055,0.04613730397672851,0.7897366,0.2102634
2021-01-25,0.005172487215475148,0.007023021792588934,0.003943784926933924,0.010102258658243943,0.8004859,0.19951409
2021-01-26,0.001215223680656713,0.0037816515339901295,-0.0015608388658403527,0.009124141933820612,0.74019027,0.2598098
2021-01-27,-0.017993426607279442,-0.00887398362912357,-0.024440458257421027,0.0066924909991738874,0.79291934,0.20708065
2021-01-28,0.0006477124514653451,-0.01164825904149664,0.00860038466673374,-0.03189690274972702,0.8036246,0.19637543
2021-01-29,-0.016057064300503982,-0.012297661147632234,-0.02001998613627365,-0.004575336158990819,0.74341136,0.2565886
2021-02-01,0.014441828171428892,0.011242175081181898,0.016645765156068748,0.005838585006295048,0.79606736,0.20393261
2021-02-02,0.010459541659370648,0.0046160437097022096,0.014140200424358929,-0.004908113004954509,0.8067725,0.19322757
2021-02-03,0.003695613537937475,0.006527796793021561,0.0007863140063628649,0.012269279579680258,0.7466421,0.25335786
2021-02-04,0.012434430680311182,0.014027544750559473,0.01136549753439331,0.016689591966725637,0.79922724,0.20077276
2021-02-05,-0.0015786975314907186,-0.0066371223220933785,0.003935972366333251,-0.01721021701052001,0.7392121,0.26078787
2021-02-08,0.009784904718954445,0.013375858198705315,0.007222076251849563,0.019529640145561068,0.791768,0.20823199
2021-02-09,0.007984242709177114,0.02122684206879452,-0.0006659700840043747,0.04311965422159342,0.8024417,0.19755828
2021-02-10,0.004651739830705736,0.0094390180007316,-0.00043561939129566074,0.01931365539275886,0.74240273,0.25759727
2021-02-11,-0.0005531884959146074,-0.0036667964820046063,0.0016149246561254493,-0.008948517620134662,0.79475313,0.20524684
2021-02-12,0.00015749166835945724,-0.007344529542891266,0.004939714729068845,-0.019628773814851376,0.8053514,0.19464865
2021-02-16,-0.006234149196285078,-0.01140886979378362,-0.0008657691465454587,-0.021951970441021783,0.7454079,0.2545921
2021-02-17,-0.007053534093213708,-0.01777215446861786,0.00022942179041995914,-0.03577373072765568,0.7977134,0.20228662
2021-02-18,-0.008802091602097412,-0.012928954114195526,-0.004256035312687367,-0.021601872915703684,0.7379166,0.2620834
2021-02-19,0.004561382508598247,0.013317694970746585,-0.0017659852793839859,0.028401375220877156,0.7902578,0.20974217
2021-02-22,-0.018255400031959718,-0.034224229765786734,-0.007691678395909007,-0.06075678113566446,0.800929,0.19907098
2021-02-23,-0.006726531535988933,-0.014132975594292493,0.0012146776306387608,-0.029480628819223746,0.74128914,0.25871086
2021-02-24,0.013734366930042608,0.017597002711993597,0.011019148712147597,0.024174856711839592,0.79360914,0.20639087
2021-02-25,-0.03250080711640122,-0.045573332704120104,-0.024095672715890415,-0.06705099269234979,0.80432844,0.19567156
2021-02-26,0.00109955279418298,0.007099263103840516,-0.0051529871900003466,0.019351513397681378,0.74484116,0.25515884
2021-03-01,0.023396370790016968,0.022159998510629497,0.02424039110552778,0.020079605915731213,0.79714864,0.20285138
2021-03-02,-0.013904039606815955,-0.019433579940232343,-0.007803193076643455,-0.03106396680382123,0.73771954,0.26228046
2021-03-03,-0.022814002201097215,-0.036023307912266544,-0.013245689004439898,-0.05880092682009319,0.7899624,0.2100376
2021-03-04,-0.013057349128110756,-0.014087601922792412,-0.01237480215453346,-0.015800401691051364,0.8007511,0.19924891
2021-03-05,0.014959597166974405,-6.017386348893504e-05,0.01839652271657033,-0.0185168704435482,0.9068922,0.09310782
2021-03-08,-0.01242012295630366,-0.030232962611103444,-0.004978723908313998,-0.05548720131389289,0.8526703,0.1473297
2021-03-09,0.015094479433564898,0.03837193256357435,0.014277357784399092,0.062466507342749604,0.98304343,0.016956553
2021-03-10,0.006059454173892851,0.005072070837130233,0.00622470301399658,0.003919438660263885,0.9283167,0.07168331
2021-03-11,0.014399788245294181,0.03528329401523583,0.010139023668966685,0.06042756436150498,0.91527367,0.08472635
2021-03-12,0.0006426215348878712,-0.002258012012976384,0.0013468906871061392,-0.005862914713058907,0.9023179,0.09768213
2021-03-15,0.0077703807360364925,0.014138144864682905,0.005963628857748038,0.022312660871617773,0.8894888,0.11051123
2021-03-16,-0.004201797739394359,-0.013189553064139149,-0.001261314013088155,-0.025117792115190142,0.8767428,0.12325724
2021-03-17,0.0013614461713714649,-0.004127327635046636,0.0034097000897428398,-0.011664355359836112,0.8641206,0.13587943
2021-03-18,-0.014739712235928912,-0.03094128762628782,-0.014549541750086048,-0.047333033502489595,0.99419916,0.0058008134
2021-03-19,-0.0002523483226061101,0.011387467407511143,-0.0018503254792415769,0.024625260294263863,0.9396434,0.060356632
2021-03-22,0.007653233219051585,0.005724496854172196,0.00798502872998963,0.0034639649783547617,0.9266112,0.073388815
2021-03-23,-0.009245890925736498,-0.01583881366460077,-0.00787072704747549,-0.023806900281726048,0.9137081,0.086291954
2021-03-24,-0.01060361581117303,-0.0329361949990795,-0.005083698733417297,-0.0607886912647417,0.90090805,0.09909196
2021-03-25,0.006686729488858985,0.01037327932714887,0.00562580524508971,0.015120753409208028,0.8882643,0.11173567
2021-03-26,0.016206109044471444,0.016481751951894184,0.016114895537728824,0.01684860836605954,0.87568194,0.12431805
2021-03-29,-0.0021113462639537734,-0.006375735100372915,-0.0005051033709108088,-0.012246366829835022,0.8631968,0.13680324
2021-03-30,-0.0025421732145358886,0.005073009563379974,-0.0026530916372121682,0.012799110763972115,0.9928218,0.0071781576
2021-03-31,0.005590109787307138,0.016554891858181632,0.004053541117318815,0.02905624259904445,0.9385439,0.061456103
2021-04-01,0.010667191959405856,0.009911729108183226,0.010799156668140242,0.00902430154822621,0.9256476,0.07435238
2021-04-05,0.012732948841826623,0.005059664599229686,0.014352952353560156,-0.0042336231551007835,0.9128401,0.087159865
2021-04-06,0.0009217196055540469,0.006979724627453643,-0.0005905130438910167,0.014549962298798303,0.90011984,0.09988013
2021-04-07,-0.002812496860808197,-0.01648011494971407,0.0011569308171579529,-0.03411716071658609,0.88746905,0.11253097
2021-04-08,0.005262527190536079,0.006808090618225335,0.004746999154562781,0.008869182081887889,0.87493813,0.12506188
2021-04-09,0.006975408743028204,0.006198125482477074,0.007270197701199299,0.005126053263754851,0.8625144,0.13748564
2021-04-12,0.00036770501302151265,0.0005549035530908583,0.0003645090890891378,0.0007452980170925789,0.9916071,0.008392886
2021-04-13,0.005211262027365764,0.020957718885652104,0.0029636939378649974,0.03895174383343921,0.9375468,0.06245318
2021-04-14,-0.005266978585048339,-0.015709889250171624,-0.0034150000966851612,-0.02800477840365809,0.92468506,0.07531497
2021-04-15,0.01046418664726467,0.009029288315009387,0.010742301423244172,0.0073162752067746,0.91882294,0.08117705
2021-04-16,0.0025919915206553653,-0.0008889112047082747,0.0033425643868134625,-0.005120386796230012,0.91131073,0.08868925
2021-04-19,-0.004913152783253105,-0.015192909266985574,-0.004913152783253105,-0.025472665750718042,1.0,0.0
2021-04-20,-0.0082666465511333,-0.01720552567409454,-0.00732139741767901,-0.02708965393051007,0.9521835,0.047816515
2021-04-21,0.009684436130845594,0.012467231885028362,0.009462073634893597,0.015472390135163126,0.96300316,0.036996827
2021-04-22,-0.008145191399539752,-0.0017523094899289165,-0.009133259772078128,0.005628640792220295,0.9330663,0.06693367
2021-04-23,0.01134993267244806,0.020060019411129032,0.010842421113891554,0.029277617708366507,0.9724705,0.027529486
2021-04-26,0.0034356366080701296,0.013812524825398303,0.002087566119031825,0.02553748353176478,0.94251275,0.05748722
2021-04-27,-0.0003314335779292149,-0.0014600926761290701,-0.00021535993902499495,-0.0027048254132331453,0.9533741,0.046625927
2021-04-28,-0.00028736453010125285,-0.0010604374978230699,-0.00028736453010125285,-0.001833510465544887,1.0,0.0
2021-04-29,0.006372785673422587,-0.00915941966321733,0.006372785673422587,-0.024691624999857248,1.0,0.0
2021-04-30,-0.006570427004447987,-0.011506945979780692,-0.006570427004447987,-0.016443464955113396,1.0,0.0
2021-05-03,0.0021566823184064887,-0.011028295311102937,0.0021566823184064887,-0.024213272940612363,1.0,0.0
2021-05-04,-0.006169459655288478,-0.01209690158611781,-0.006169459655288478,-0.018024343516947143,1.0,0.0
2021-05-05,0.00031306143585663193,-0.014614027353419308,0.00031306143585663193,-0.029541116142695247,1.0,0.0
2021-05-06,0.007985231698770079,-0.018903084181313277,0.007985231698770079,-0.045791400061396634,1.0,0.0
2021-05-07,0.007278066217806023,0.007574420541191497,0.007278066217806023,0.007870774864576971,1.0,0.0
2021-05-10,-0.009902302418860254,-0.019136075421445107,-0.009902302418860254,-0.02836984842402996,1.0,0.0
2021-05-11,-0.00892476564771405,0.016566915090009588,-0.00892476564771405,0.042058595827733226,1.0,0.0
2021-05-12,-0.021245235089877856,-0.034094720933841575,-0.021245235089877856,-0.046944206777805295,1.0,0.0
2021-05-13,0.012012595409600868,-0.01648995974318542,0.012012595409600868,-0.04499251489597171,1.0,0.0
2021-05-14,0.015355325403582087,0.050384824346314194,0.015355325403582087,0.0854143232890463,1.0,0.0
2021-05-17,-0.0025444012807425143,-0.005984179164484223,-0.0025444012807425143,-0.009423957048225932,1.0,0.0
2021-05-18,-0.008615925554237513,0.008992960866326765,-0.008615925554237513,0.026601847286891044,1.0,0.0
2021-05-19,-0.0026217093959761684,-0.003637327322971696,-0.0026217093959761684,-0.0046529452499672235,1.0,0.0
2021-05-20,0.01075796703664933,0.013955545606091708,0.01075796703664933,0.017153124175534086,1.0,0.0
2021-05-21,-0.0008186435735890729,0.0042398792615610656,-0.0008186435735890729,0.009298402096711204,1.0,0.0
2021-05-24,0.010194270862496246,0.01889479159093186,0.010194270862496246,0.027595312319367477,1.0,0.0
2021-05-25,-0.0022188913845554437,-0.0016131885024711023,-0.0022188913845554437,-0.0010074856203867606,1.0,0.0
2021-05-26,0.0019844819139533953,0.0120527360596136,0.0019844819139533953,0.022120990205273805,1.0,0.0
2021-05-27,0.0005250938159064855,0.015750572972715357,0.0005250938159064855,0.03097605212952423,1.0,0.0
2021-05-28,0.0017887962924967304,-0.006224574198957078,0.0017887962924967304,-0.014237944690410887,1.0,0.0
2021-06-01,-0.0008808929547104993,0.008353442510702512,-0.0008808929547104993,0.017587777976115524,1.0,0.0
2021-06-02,0.0015727960938503038,0.010340426705336228,0.0015727960938503038,0.019108057316822153,1.0,0.0
2021-06-03,-0.0037114618469474836,-0.01879199602612707,-0.0037114618469474836,-0.03387253020530666,1.0,0.0
2021-06-04,0.009145883838707958,0.008783809135018101,0.009145883838707958,0.008421734431328244,1.0,0.0
2021-06-07,-0.0009702447980907136,-0.0009611233613844596,-0.0009702447980907136,-0.0009520019246782055,1.0,0.0
2021-06-08,0.00021302363196173957,0.0012050061633576636,0.00021302363196173957,0.0021969886947535875,1.0,0.0
2021-06-09,-0.0014918509963949278,-0.006824726299443258,-0.0014918509963949278,-0.012157601602491588,1.0,0.0
2021-06-10,0.004648471962642731,0.00925358148220259,0.004648471962642731,0.01385869100176245,1.0,0.0
2021-06-11,0.0016524760294052143,0.009698519667057901,0.0016524760294052143,0.017744563304710588,1.0,0.0
2021-06-14,0.002238858467098037,0.003533441000951661,0.002238858467098037,0.004828023534805285,1.0,0.0
2021-06-15,-0.0018341030216341148,-0.004223292535709156,-0.0018341030216341148,-0.006612482049784196,1.0,0.0
2021-06-16,-0.005583428043497207,-0.005209147807737818,-0.005583428043497207,-0.0048348675719784295,1.0,0.0
2021-06-17,-0.0003314844109690851,0.009507440727919026,-0.0003314844109690851,0.019346365866807137,1.0,0.0
2021-06-18,-0.013490344612534289,-0.006321802653453501,-0.013490344612534289,0.0008467393056272867,1.0,0.0
2021-06-21,0.01431584711978151,0.005946736792691292,0.01431584711978151,-0.002422373534398926,1.0,0.0
2021-06-22,0.005346145437165939,0.006626857642930332,0.005346145437165939,0.007907569848694725,1.0,0.0
