date,num_constituents,total_market_cap,daily_return
2021-07-27,2,7074255535.971771,-0.08151567438773238
2021-07-28,2,7844965976.278229,0.031747574074554086
2021-07-29,2,7810596476.558384,0.010109036381277962
2021-07-30,2,8008152243.514114,0.07516349255702443
2021-08-02,2,7973930504.803429,0.019723465412968617
2021-08-03,2,7742785306.090889,-0.028912909285633337
2021-08-04,2,7541981070.234032,-0.010827691340001992
2021-08-05,2,7570714264.558384,-0.012506142447858136
2021-08-06,2,7336239419.809559,-0.024298431499564045
2021-08-09,2,7498537494.553429,0.012355456606258624
2021-08-10,2,7234676950.553429,-0.018683034820713464
2021-08-11,2,7233809233.772099,0.023897098724457236
2021-08-12,2,7210698896.291168,0.02458411673038339
2021-08-13,2,6379231995.053429,-0.12304441658865607
2021-08-16,2,6386126487.452702,0.050687802944229546
2021-08-17,2,6480242954.757984,-0.006045475624446385
2021-08-18,2,6320756498.302254,-0.007564204555868982
2021-08-19,2,6178279618.4545555,-0.05716246000553232
2021-08-20,2,5986447975.944717,-0.02053356601812672
2021-08-23,2,6314870841.778229,0.02316753943475864
2021-08-24,2,6527419165.551575,0.04105431447735592
2021-08-25,2,6838892776.46867,0.03448618334889082
2021-08-26,2,6572348936.682457,-0.0022727209525023277
2021-08-27,2,6594087085.691616,0.002390600020752797
2021-08-30,2,6457684126.828629,-0.015720648765046898
2021-08-31,2,6564237038.46867,0.0004105919086535544
2021-09-01,2,6624643152.896172,0.004640276227937794
2021-09-02,2,6586480038.901127,-0.006359053119936135
2021-09-03,2,6478783326.96867,-0.011805410384152785
2021-09-07,2,6446081917.471771,0.003546121116780283
2021-09-08,2,6252938135.9545555,-0.029941808332647302
2021-09-09,2,6330939475.815689,0.00340258173780715
2021-09-10,2,6152384502.573673,-0.01968745266108406
2021-09-13,2,5843581011.117943,-0.04595850378160367
2021-09-14,2,5571447334.198086,-0.04151364017080549
2021-09-15,2,5618865684.605682,0.035904318880614516
2021-09-16,2,5692703523.185486,0.013571524779106062
2021-09-17,2,5428567275.407257,-0.061806050087075654
2021-09-20,2,5113447728.863327,-0.044816700604204306
2021-09-21,2,4977905655.0,-0.0430870256038027
2021-09-22,2,5059384319.545784,0.010840817639719986
2021-09-23,2,5122588388.698086,0.02468620133039368
2021-09-24,2,4960458380.441956,-0.01906573095886166
2021-09-27,2,4922644901.727278,-0.02170305287899198
2021-09-28,2,4699638115.136673,-0.047661195441163456
2021-09-29,2,4929633061.507984,0.03537222165162737
2021-09-30,2,5032661800.46867,0.03259910076151214
2021-10-01,2,4890299579.559559,-0.03282673954664785
2021-10-04,2,4670756643.956694,-0.030821977833348557
2021-10-05,2,4662631515.665241,-0.006357631439425288
2021-10-06,2,4701447242.092743,0.01834191172896852
2021-10-07,2,4890945413.963163,0.03497557188215615
2021-10-08,2,4906549563.915241,-0.002280153562402017
2021-10-11,2,4909367906.479416,0.002669549756728372
2021-10-12,2,4890117957.014114,-0.0023955141899451513
2021-10-13,2,4965106101.6879635,0.025059239057274016
2021-10-14,2,5076952705.0912285,0.014800362125981053
2021-10-15,2,5064159929.808044,0.009883206639789057
2021-10-18,2,4888395423.722416,-0.03810322762672137
2021-10-19,2,5084405022.977278,0.042335357837145725
2021-10-20,2,5219153501.427841,0.016145379428502155
2021-10-21,2,5280884712.713163,0.007907401936628212
2021-10-22,2,4998951311.477278,-0.03973038391808414
2021-10-25,2,5028976203.216816,0.012344997393389179
2021-10-26,2,4888443224.875927,-0.034626540712875256
2021-10-27,2,5080665142.23127,-0.019562168030685584
2021-10-28,2,4978618589.124073,-0.021203937612985516
2021-10-29,2,5085494349.909111,0.0076737047747228015
2021-11-01,2,4986400534.183971,0.00878025026014829
2021-11-02,2,4558634146.9087715,-0.08960331478011921
2021-11-03,2,4628994768.309559,0.010179238883012254
2021-11-04,2,4443337166.214678,-0.05857137422246331
2021-11-05,2,4393208354.152641,0.005948922444560018
2021-11-08,2,4376221967.739878,-0.024913427156805355
2021-11-09,2,4247711773.3160286,-0.03409459088298397
2021-11-10,2,4182678135.615465,-0.02811254749697791
2021-11-11,2,4278227716.801914,0.05397475821036666
2021-11-12,2,4737142028.536837,0.1624420639901435
2021-11-15,2,4646213518.574636,-0.02011449585784114
2021-11-16,2,4532725664.836613,-0.0318377916701316
2021-11-17,2,4705751916.220808,0.07340837878007728
2021-11-18,2,4540427172.592743,0.012306695474293899
2021-11-19,2,4389785230.601351,-0.047678019593641686
2021-11-22,2,4192653118.2994366,-0.03707233476402368
2021-11-23,2,4104717469.4379635,-0.02578356152390686
2021-11-24,2,4164121336.1526413,0.012901742597264683
2021-11-26,2,4032534111.270584,-0.026074044223623333
2021-11-29,2,4019431960.5393143,-0.008372766979046863
2021-11-30,2,3937119250.882057,-0.009642540653255333
2021-12-01,2,3753768741.632057,-0.04570023191206616
2021-12-02,2,3616208888.5126,-0.030916116122928744
2021-12-03,2,3350882074.8080444,-0.06429928668924027
2021-12-06,2,3308595719.3639507,-0.036504997751076206
2021-12-07,2,3502714392.859335,0.0758139361273979
2021-12-08,2,3689575980.8246365,0.027041052006800598
2021-12-09,2,3712121388.8098984,0.025956766936653625
2021-12-10,2,3657862883.25,-0.014253421236014138
2021-12-13,2,3444985258.2828445,-0.06448653867272887
2021-12-14,2,3364993115.1673794,-0.008132586503645
2021-12-15,2,3412935945.371935,0.023944413382516332
2021-12-16,2,3320023084.204216,-0.03267041931407043
2021-12-17,2,3423899341.9732857,0.025209233288921884
2021-12-20,2,3443277044.3412285,0.04021772503787641
2021-12-21,2,3502680911.0559063,0.01485416684708665
2021-12-22,2,3525582922.216816,0.002843122288255243
2021-12-23,2,3755705947.470808,0.07858620734637155
2021-12-27,2,3733140341.5126,-0.006055869480005973
