fold,model_type,train_windows,val_windows,val_start,val_end,model_total_return,model_ann_return,model_ann_vol,model_sharpe,model_max_drawdown,eq50_total_return,eq50_sharpe,delta_vs_50_50_total_return,delta_vs_50_50_sharpe,w_commodity_std,w_commodity_avg_abs_change,w_commodity_unique,epochs_completed,best_val_loss
1,gru,1239,252,2015-07-08,2016-07-06,0.07740504240951296,0.07740504240951296,0.11195705371095895,0.7220434928485866,-0.11712441921338701,0.07821915412037872,0.7313693270628456,-0.0008141117108657614,-0.009325834214259032,0.0030311435164915137,0.0005798975072533961,252,20,-0.00019492054707370698
2,gru,1365,252,2016-01-06,2017-01-04,0.1716428136679662,0.1716428136679662,0.10293297548933587,1.5909191152270503,-0.04710641696697648,0.13863813046211826,1.4988661869763515,0.03300468320584793,0.09205292825069877,0.09122526718387779,0.009083252889939039,252,20,-0.0008244901982834563
3,gru,1491,252,2016-07-07,2017-07-06,0.15852065268518456,0.15852065268518456,0.07686765482976832,1.9532606961063803,-0.04827913668688455,0.029520555120527092,0.46571309173549996,0.12900009756465747,1.4875476043708804,0.07529837445617958,0.0065112973181196895,252,20,-0.0008725370862521231
