epoch,train_loss,val_loss,train_mean_return,train_cvar,train_turnover,train_volatility,train_vol_excess,train_weight_path,train_diversify,val_mean_return,val_cvar,val_turnover,val_volatility,val_vol_excess,val_weight_path,val_diversify
11,0.0016710088407901071,0.02284971257335122,0.0010404673458137752,0.001040467350875311,0.11160790677303853,0.00013309203950484516,0.0020110315602758656,0.003805322772519582,0.09126749545659708,0.0009256416144679584,0.0009256416144679584,0.0002995050941219391,0.00024221961290965302,0.024114069731339165,4.392358917162097e-08,0.09286910651818565
12,0.0010077160466054288,0.018038235609824566,0.0010042391323899526,0.0010042391323899526,0.12000016941000587,0.00011961182605338526,0.001202382471250451,0.005188473844495805,0.09318782227194827,0.0008668834849706162,0.0008668834950936878,0.00029182435473953575,0.00022161625826771817,0.01922483418298804,4.2995083937569234e-08,0.09404250169577806
13,0.0013478510307559982,0.017297550425965987,0.000924647019849584,0.0009246470147880483,0.11732482942550079,0.00012400370348547332,0.0014501985000527423,0.004937296720606316,0.09248415056778037,0.0008722497808301579,0.0008722497808301579,0.00025823959415150887,0.00021847301721446337,0.01849410585735155,2.931377123647023e-08,0.09469297852205194
14,0.001073760512712318,0.015398045776553614,0.0009121530643112593,0.0009121530643112593,0.12723555197210415,0.00010914691076481097,0.0010453504712685294,0.006971069955793412,0.09659349076125932,0.000749905940408454,0.0007499059454699898,0.0001993743935599923,0.00021029064215405884,0.016415765751963077,1.696579813834932e-08,0.09644751445106838
15,0.001263544746151361,0.019229379009313718,0.0009340575950615027,0.0009340575950615027,0.12665627297499907,0.00011570367824669634,0.0012753476267275603,0.006486893861817763,0.09540657026936179,0.0008861366937787312,0.0008861367039018027,0.00026984904062650776,0.00022801481701089475,0.020441878101100094,3.322991574659385e-08,0.09372878916885542
16,0.0012401661025923322,0.023308117836005175,0.0009933949144713392,0.0009933949119405715,0.11580107668819635,0.00012038864267948236,0.0014624699302341628,0.004958351238873665,0.09295309262107247,0.0009155363735297452,0.0009155363785912809,0.00024568075605202466,0.0002466400731899067,0.024555645559145058,2.6519571698056254e-08,0.09233600160349971
17,0.0006165835104737831,0.031852763614828604,0.0010059401456205903,0.0010059401456205903,0.09482884860557059,0.00013110112723038384,0.0010834368674651437,0.0028217819863525424,0.089370704944367,0.0010021387260285733,0.0010021387260285733,0.0002585672634228578,0.00027336038360574645,0.033216705788736756,2.6579964509580903e-08,0.09108643233776093
18,0.0012833595601082577,0.02516641773020282,0.0010294290316422753,0.001029429036703811,0.1033030953258276,0.00012515910542709247,0.0016947223440460537,0.0037170337923073575,0.09423150745746882,0.0009136984134902773,0.0009136983932441343,0.0001927700523874196,0.00024784112310558356,0.02641111741895261,1.576531040980023e-08,0.0942665643018225
19,0.0014220028553767327,0.01614428163283383,0.0009790392707699261,0.000979039275831462,0.10466351837891599,0.00012236427759806088,0.001742188697275908,0.004055579876243744,0.09509164443158585,0.000847222407490177,0.000847222407490177,0.000176408424285119,0.00020260224577530448,0.017312049865722656,1.5529198738522855e-08,0.09743429007737534
20,0.0016222555699167297,0.015601713863282424,0.0008457067730057094,0.0008457067704749415,0.1104032290370568,0.00011401939845318734,0.0016773748009101205,0.005239888947234367,0.09782566786136317,0.0008069882270596597,0.0008069882295904276,0.0001565628047936353,0.00019868885631338978,0.016711285580759464,1.2388181051030098e-08,0.09776877773844678
21,0.0013463524566126896,0.01719342204539672,0.0008702380029084768,0.0008702380029084768,0.1120281387930331,0.00011620287477853708,0.0014221901478974717,0.005113651097812893,0.09752805288071217,0.0007176036242922039,0.0007176036217614361,0.0001701424170396817,0.0002097062419836774,0.01816327286803204,1.5523990518194416e-08,0.09787783771753311
22,0.0008249922307779501,0.023660430908658662,0.0008543598587098329,0.0008543598536482972,0.10569188314611497,0.00011894011095137103,0.0009458424604457358,0.0044300686137791236,0.09781325519408869,0.0006774289472757474,0.0006774289472757474,0.0001417737816075754,0.00025280078135319457,0.02454875603966091,9.798044617194473e-09,0.09736183318107025
23,0.0020744149757735177,0.014361020381329581,0.000999548731393272,0.0009995487415163434,0.09845959022641182,0.0001299655600039683,0.0024872895168221516,0.003686989913188407,0.09706616012946419,0.0007071245421210061,0.0007071245345287025,9.333815820434171e-05,0.00019743211400371206,0.01532205809717593,4.092251725890358e-09,0.09846305458442024
24,0.0012758711891365238,0.017253056355833036,0.0008110176010592587,0.0008110176010592587,0.10237392669786578,0.00012540597902483094,0.0013656739307486494,0.004028147226958738,0.09696320298573245,0.0008786677752378519,0.0008786677752378519,0.00015516951427106625,0.0002085189616596124,0.018465246843255085,1.277202473250737e-08,0.09793436365283054
25,0.0012590171345041397,0.013290183659157028,0.000898994034682603,0.0008989940337335651,0.10607966975025508,0.00011929606355055432,0.0014414026037506435,0.004566088387155501,0.09782343649345895,0.0008012632277551229,0.0008012632328166586,0.00015764944027582914,0.00018696438295908433,0.014397019925324814,1.372490013427869e-08,0.09788244088058887
26,0.0010110373214047286,0.01239770146228535,0.0009003167740403391,0.0009003167841634106,0.11060353133665479,0.00011160036889202235,0.0011472601605498273,0.005241678612630652,0.09772217217022958,0.0007485445517965633,0.0007485445467350276,0.00012812770981564307,0.0001854492354892579,0.013426512479782104,8.751602611682854e-09,0.09783652878325919
27,0.00034504077891893837,0.013539455081943584,0.0008897142899671883,0.0008897142883063719,0.10554018964909989,0.00011469135184281343,0.0005202290156613226,0.00466356177702951,0.09724340895595758,0.0007230138719972709,0.0007230138719972709,0.00011717461355779643,0.00019253904911633782,0.014526534339656,6.895839088155961e-09,0.09789110137068707
28,0.00010963403422900465,0.018999299429276067,0.0008543218022880509,0.0008543218048188188,0.10383804814647073,0.00011355426257701448,0.00024850536947665006,0.004745377976771282,0.09728031313937643,0.0008274201536551118,0.0008274201587166475,0.00010738506787912111,0.00022650996739368725,0.020126100467598957,5.397440301465557e-09,0.09631324753813121
29,0.00017688747863323206,0.020954328827033547,0.0009613672366907375,0.0009613672366907375,0.101906628307441,0.00011949566440149363,0.0004964781844097635,0.004364605140163685,0.0962046213933955,0.0008429695457301062,0.0008429695609147134,0.00012586649972945452,0.00023773107244304137,0.02209865917330203,7.525312508404191e-09,0.09589678275844325
30,0.0014818984791418188,0.019232629304852984,0.0008779589081076783,0.0008779589106384462,0.09368598631218723,0.00011995797297498464,0.0017667931059132452,0.0035204933070496695,0.09629875907431477,0.0006913727949089978,0.0006913727847859263,0.0001353874151549383,0.00022863710388343821,0.020154016173404198,1.029846635023175e-08,0.09723477130350859
31,0.0005960694243581004,0.016776011765772557,0.0009517738283687758,0.0009517738283687758,0.09622157251705295,0.00012330397764700413,0.0009618900392366493,0.003797246373521731,0.09696763794383277,0.0006918007857166231,0.0006918007806550874,0.00016102058187876221,0.00020716966442389253,0.01770851793496505,1.429401098933911e-08,0.0981916791718939
32,0.0010213194696995704,0.01300565762769269,0.0008722154044611987,0.0008722154044611987,0.10107702786183875,0.0001155022359556745,0.001216544729212056,0.004457652373948013,0.09823092356648135,0.0006714346666779855,0.000671434656554914,0.00027067501998870915,0.00018783934042996566,0.013916182777156,4.0580846393390366e-08,0.09875827217879503
33,0.0016735327034953314,0.01269820096153442,0.0007957601094107224,0.0007957601094107224,0.10375525567518629,0.00011159071460576303,0.0017252438094304955,0.004858118691987804,0.09873125694044259,0.0006663387150341725,0.0006663387049111011,0.00019679493688391116,0.00018691932754059647,0.013602281394212143,2.1581788800517643e-08,0.09876100427430609
34,0.00030954075839912076,0.013875608550101195,0.0008614016128969682,0.0008614016154277361,0.09891782628129357,0.00011382651277234918,0.000513801432174185,0.004175028131019486,0.09823933041290096,0.0006799438371039603,0.0006799438573501033,0.00011287858195947078,0.00019466224678225168,0.01479706427325373,7.078870224296946e-09,0.09862062691346458
35,0.0008078077458460187,0.027810855950836256,0.0008782910707573731,0.0008782910694919891,0.0901419708667242,0.00012569638222529372,0.0011286988206531691,0.0032277668942697346,0.0977337391966063,0.0008173315360656251,0.0008173315259425536,8.139130058344048e-05,0.0002639201109401335,0.02890407909517703,3.2603154282609043e-09,0.09723965694075046
36,0.0012388547021027593,0.02424007115389585,0.0009466253740475108,0.0009466253751547217,0.08567404520252477,0.00012805001449084122,0.0017100251887155616,0.00280021310976261,0.09737022982343384,0.0008281066649309967,0.0008281066750540682,9.22190216521773e-05,0.00024842389725761126,0.025357096091560696,4.360515595945519e-09,0.09803721697434135
