date,weight_market,weight_commodities
2015-07-08,0.50527215,0.49472785
2015-07-09,0.50679606,0.49320397
2015-07-10,0.5067954,0.4932046
2015-07-13,0.5055724,0.49442753
2015-07-14,0.5049495,0.49505043
2015-07-15,0.5049878,0.49501222
2015-07-16,0.5054507,0.49454927
2015-07-17,0.50574046,0.49425948
2015-07-20,0.506067,0.49393296
2015-07-21,0.506291,0.493709
2015-07-22,0.5066848,0.49331522
2015-07-23,0.50674766,0.49325228
2015-07-24,0.50696117,0.49303886
2015-07-27,0.5075367,0.49246332
2015-07-28,0.50781345,0.49218652
2015-07-29,0.5071787,0.49282125
2015-07-30,0.506531,0.49346906
2015-07-31,0.5062734,0.49372658
2015-08-03,0.5061563,0.4938437
2015-08-04,0.5061669,0.49383315
2015-08-05,0.5063025,0.49369746
2015-08-06,0.50604826,0.49395177
2015-08-07,0.5064901,0.49350986
2015-08-10,0.5065814,0.4934186
2015-08-11,0.5061819,0.49381816
2015-08-12,0.5067158,0.49328417
2015-08-13,0.50694424,0.4930557
2015-08-14,0.506579,0.493421
2015-08-17,0.50636685,0.49363315
2015-08-18,0.50626576,0.49373427
2015-08-19,0.5061983,0.49380168
2015-08-20,0.50695884,0.49304122
2015-08-21,0.50900114,0.49099892
2015-08-24,0.51176697,0.48823306
2015-08-25,0.5140528,0.48594713
2015-08-26,0.5140707,0.48592925
2015-08-27,0.5117755,0.4882245
2015-08-28,0.5109218,0.48907822
2015-08-31,0.5116719,0.48832807
2015-09-01,0.51278335,0.48721668
2015-09-02,0.5152542,0.4847458
2015-09-03,0.5136848,0.4863152
2015-09-04,0.51424664,0.4857534
2015-09-08,0.515918,0.48408204
2015-09-09,0.5141573,0.48584273
2015-09-10,0.5155061,0.4844939
2015-09-11,0.5156696,0.48433042
2015-09-14,0.51553065,0.48446938
2015-09-15,0.51598674,0.48401326
2015-09-16,0.5152047,0.48479524
2015-09-17,0.51529855,0.48470145
2015-09-18,0.5156062,0.48439375
2015-09-21,0.5166975,0.48330244
2015-09-22,0.51573545,0.48426458
2015-09-23,0.51581097,0.48418906
2015-09-24,0.5142138,0.48578626
2015-09-25,0.51322967,0.48677024
2015-09-28,0.511829,0.48817104
2015-09-29,0.51379186,0.48620808
2015-09-30,0.5132781,0.48672187
2015-10-01,0.5114005,0.48859945
2015-10-02,0.5105583,0.48944163
2015-10-05,0.50989306,0.49010697
2015-10-06,0.5088651,0.49113485
2015-10-07,0.5088749,0.49112508
2015-10-08,0.50831443,0.49168563
2015-10-09,0.5075226,0.49247742
2015-10-12,0.5074126,0.49258742
2015-10-13,0.50725394,0.49274608
2015-10-14,0.50754285,0.49245712
2015-10-15,0.5078085,0.4921914
2015-10-16,0.5070987,0.49290136
2015-10-19,0.5071652,0.49283484
