date,weight_market,weight_commodities
2016-08-05,0.9237735,0.07622653
2016-08-08,0.9289476,0.07105241
2016-08-09,0.9372879,0.06271209
2016-08-10,0.9421242,0.057875823
2016-08-11,0.9443047,0.05569536
2016-08-12,0.946452,0.053547896
2016-08-15,0.94862026,0.051379755
2016-08-16,0.94880545,0.051194612
2016-08-17,0.9468883,0.053111646
2016-08-18,0.9458958,0.054104198
2016-08-19,0.94691443,0.053085558
2016-08-22,0.94711256,0.052887406
2016-08-23,0.9447803,0.05521968
2016-08-24,0.94423276,0.05576722
2016-08-25,0.9398712,0.060128756
2016-08-26,0.93857753,0.061422486
2016-08-29,0.9375468,0.06245317
2016-08-30,0.9378931,0.06210684
2016-08-31,0.9373266,0.06267339
2016-09-01,0.93573886,0.0642611
2016-09-02,0.93294203,0.06705794
2016-09-06,0.9327942,0.06720584
2016-09-07,0.92485267,0.07514735
2016-09-08,0.91559446,0.08440553
2016-09-09,0.9051257,0.09487435
2016-09-12,0.87815726,0.121842735
2016-09-13,0.85195726,0.14804272
2016-09-14,0.8313586,0.16864133
2016-09-15,0.8087776,0.19122237
2016-09-16,0.7952221,0.20477788
2016-09-19,0.78774416,0.21225587
2016-09-20,0.78545386,0.21454611
2016-09-21,0.7757924,0.2242076
2016-09-22,0.76794547,0.23205453
2016-09-23,0.7698194,0.2301806
2016-09-26,0.7684811,0.23151895
2016-09-27,0.75387985,0.24612011
2016-09-28,0.748638,0.2513621
2016-09-29,0.7645488,0.23545122
2016-09-30,0.77536005,0.22463995
2016-10-03,0.7768342,0.22316588
2016-10-04,0.78410256,0.21589746
2016-10-05,0.7962859,0.20371401
2016-10-06,0.81609833,0.1839016
2016-10-07,0.8311938,0.16880624
2016-10-10,0.8427842,0.15721579
2016-10-11,0.85261035,0.14738964
2016-10-12,0.85055864,0.14944142
2016-10-13,0.84036404,0.15963598
2016-10-14,0.8263799,0.1736201
2016-10-17,0.8104239,0.1895761
2016-10-18,0.8013155,0.19868456
2016-10-19,0.79143107,0.20856896
2016-10-20,0.7875564,0.21244366
2016-10-21,0.79809785,0.2019021
2016-10-24,0.80992323,0.19007675
2016-10-25,0.82190025,0.17809977
2016-10-26,0.83411837,0.16588171
2016-10-27,0.83599365,0.16400634
2016-10-28,0.8348631,0.16513684
2016-10-31,0.83005977,0.16994022
2016-11-01,0.8172207,0.18277925
2016-11-02,0.80762535,0.19237465
2016-11-03,0.7961065,0.20389345
2016-11-04,0.7789919,0.22100814
2016-11-07,0.76360404,0.236396
2016-11-08,0.76933974,0.23066033
2016-11-09,0.8096697,0.1903303
2016-11-10,0.85667455,0.1433254
2016-11-11,0.88680345,0.11319653
2016-11-14,0.90495735,0.095042616
2016-11-15,0.91972876,0.080271244
2016-11-16,0.9287328,0.07126717
2016-11-17,0.9347283,0.06527167
2016-11-18,0.9375204,0.06247966
2016-11-21,0.9401046,0.05989544
2016-11-22,0.9392892,0.060710777
2016-11-23,0.93885463,0.061145302
2016-11-25,0.9380241,0.061975874
2016-11-28,0.9378712,0.062128775
2016-11-29,0.9385097,0.061490327
2016-11-30,0.9366282,0.06337175
2016-12-01,0.93570524,0.06429475
2016-12-02,0.93288475,0.067115255
2016-12-05,0.9268074,0.0731926
2016-12-06,0.92208666,0.07791333
2016-12-07,0.91988623,0.08011378
2016-12-08,0.9108591,0.08914091
2016-12-09,0.9066664,0.09333356
2016-12-12,0.90779847,0.09220148
2016-12-13,0.9076487,0.09235137
2016-12-14,0.9075184,0.09248167
2016-12-15,0.90615416,0.0938458
2016-12-16,0.907379,0.09262101
2016-12-19,0.91442627,0.08557378
2016-12-20,0.9168952,0.0831048
2016-12-21,0.91833746,0.0816625
2016-12-22,0.9217098,0.07829024
2016-12-23,0.92114633,0.07885364
2016-12-27,0.91995883,0.0800411
2016-12-28,0.9168567,0.08314327
2016-12-29,0.9104712,0.08952877
2016-12-30,0.8973905,0.10260955
2017-01-03,0.88136035,0.11863961
2017-01-04,0.87286717,0.12713286
