date,num_constituents,total_market_cap,daily_return,cumulative_return,index_value,date_only,spy_close,spy_index
2023-01-13,1,843583929.5482578,0.0,1.0,100.0,2023-01-13,383.0642395019531,
2023-01-17,1,860367237.3420906,0.019895243621841363,1.0198952436218414,101.98952436218414,2023-01-17,382.3625183105469,99.81681370406211
2023-01-18,1,840492274.2368641,-0.02310055781136633,0.9963350945850175,99.63350945850175,2023-01-18,376.3257141113281,98.24088894348732
2023-01-19,2,851196081.2028866,-0.017326662981770918,0.979071932184232,97.9071932184232,2023-01-19,373.586181640625,97.5257262662651
2023-01-20,3,988625663.2383404,-0.007086776429112954,0.9721334682928228,97.21334682928227,2023-01-20,380.5457458496094,99.3425401296612
2023-01-23,3,981611282.2383404,-0.006798900119138091,0.9655240299394285,96.55240299394285,2023-01-23,385.1117858886719,100.53451775853073
2023-01-24,3,954592804.1063709,-0.02344097328228788,0.9428912069502114,94.28912069502114,2023-01-24,384.69842529296875,100.42660880930576
2023-01-25,3,939289417.3777981,-0.015211348029614873,0.9285485606472281,92.85485606472281,2023-01-25,384.8426208496094,100.46425146601214
2023-01-26,4,1236546265.2576017,0.01860746538423909,0.9458264958470566,94.58264958470566,2023-01-26,389.0721435546875,101.56838029583379
2023-01-27,5,2085503782.4679165,-0.0113282000174332,0.9351119841203132,93.51119841203132,2023-01-27,389.9661560058594,101.80176476741335
2023-01-30,5,2049173721.955738,-0.017348987193106624,0.9188887382836893,91.88887382836893,2023-01-30,385.07330322265625,100.52447175004251
2023-01-31,5,2086288905.2278824,0.018835538560985396,0.9361965025468869,93.6196502546887,2023-01-31,390.7351379394531,102.00250966978103
2023-02-01,5,2098618856.8017921,0.005933477090818356,0.9417514030472531,94.17514030472532,2023-02-01,394.8878173828125,103.08657834942561
2023-02-02,5,2111758945.940053,0.0067470321297361515,0.9481054300218369,94.81054300218369,2023-02-02,400.63616943359375,104.58720186318796
2023-02-03,7,22577558264.9521,6.084367786145662e-05,0.9481631162431999,94.81631162432,2023-02-03,396.3777770996094,103.47553653532519
2023-02-06,7,17253768376.47495,-0.22258634695488982,0.7371149518812614,73.71149518812614,2023-02-06,393.9554138183594,102.84317176945734
2023-02-07,7,16596314207.83437,-0.03772122760090928,0.7093100710133151,70.93100710133152,2023-02-07,399.1077575683594,104.1882056355
2023-02-08,7,15294034690.88929,-0.07746311653865992,0.6543647023203656,65.43647023203656,2023-02-08,394.74359130859375,103.04892772601939
2023-02-09,9,20805308579.922134,-0.07158622132758702,0.6075212059110993,60.75212059110993,2023-02-09,391.3215026855469,102.1555818403538
2023-02-10,10,21867814868.884377,-0.015485950605649073,0.5981131625244757,59.81131625244757,2023-02-10,392.2347106933594,102.39397736612771
2023-02-13,10,22528265731.292538,0.030575764837641198,0.6164009299281219,61.64009299281219,2023-02-13,396.83917236328125,103.59598507008579
2023-02-14,11,21983767920.805733,-0.0164041309662353,0.6062894083458717,60.628940834587176,2023-02-14,396.6565246582031,103.54830437159104
2023-02-15,11,22482478057.642994,0.07580124093043247,0.6522468978614665,65.22468978614666,2023-02-15,397.94464111328125,103.88457080480154
2023-02-16,11,21363732870.041607,-0.03796971891415722,0.6274812664870356,62.74812664870356,2023-02-16,392.4653625488281,102.45418968345825
2023-02-17,11,21908656619.48459,0.059487982103616374,0.6648088608381708,66.48088608381708,2023-02-17,391.4848937988281,102.19823555125454
2023-02-21,11,21205798594.244133,0.13270176080496768,0.7530301672701408,75.30301672701408,2023-02-21,383.6313781738281,100.14805314967855
2023-02-22,11,21559948054.057705,0.16680362700609155,0.8786383304158041,87.8638330415804,2023-02-22,383.1026916503906,100.01003804178832
2023-02-23,11,21892020707.341827,0.1274658490001089,0.9906347111662926,99.06347111662926,2023-02-23,385.14056396484375,100.54203035647231
2023-02-24,11,20637645834.735504,0.10787529123754715,1.09749971914338,109.74997191433799,2023-02-24,381.0263671875,99.46800768531592
2023-02-27,11,23946222232.214466,0.15075156982057347,1.262949524681883,126.2949524681883,2023-02-27,382.3240661621094,99.80677566227368
2023-02-28,12,21549998229.75352,0.18903865864486108,1.501695808763911,150.1695808763911,2023-02-28,380.9110107421875,99.43789355995082
2023-03-01,12,22733232776.826096,0.13603031105230104,1.7059719567360028,170.59719567360028,2023-03-01,379.4498596191406,99.05645593869268
2023-03-02,12,23642432057.29912,-0.0311423320533753,1.6528440115855838,165.28440115855838,2023-03-02,382.4009704589844,99.8268517458504
2023-03-03,12,24739254814.562283,0.12795356450231685,1.864331294434268,186.4331294434268,2023-03-03,388.53387451171875,101.4278636441963
2023-03-06,12,23716286643.81221,0.6018911701712584,2.9864558388282063,298.64558388282063,2023-03-06,388.8030700683594,101.49813790341472
2023-03-07,12,23481293026.852196,-0.07935937824380206,2.749452560306228,274.9452560306228,2023-03-07,382.8431091308594,99.94227329301701
2023-03-08,12,22900255120.227398,0.030663774154914496,2.8337611526651094,283.37611526651096,2023-03-08,383.4679870605469,100.10539943877781
2023-03-09,14,25362559529.903088,-0.07060641157238437,2.6336794464222026,263.36794464222027,2023-03-09,376.39300537109375,98.25845551661693
2023-03-10,14,24653828550.098404,-0.14511753246055634,2.2514863838653287,225.14863838653287,2023-03-10,370.9619445800781,96.84066178100828
2023-03-13,14,23559773593.329185,-0.36062063594386046,1.4395539322968713,143.95539322968713,2023-03-13,370.4331970214844,96.70263073971839
2023-03-14,14,24142480873.866623,0.17983216064804983,1.698432026311214,169.84320263112141,2023-03-14,376.5564270019531,98.3011171942175
2023-03-15,15,23289432238.67449,0.09949991906820618,1.8674258754720292,186.74258754720293,2023-03-15,374.20135498046875,97.68631900147929
2023-03-16,16,23114065489.07757,0.2480595880940481,2.3306587689377882,233.06587689377884,2023-03-16,380.7668151855469,99.40025090324448
2023-03-17,16,23071658876.895317,0.1260680155295823,2.624480294814395,262.4480294814395,2023-03-17,376.3146057128906,98.23798906474846
2023-03-20,16,23503021771.278385,0.017273121119821246,2.669813260823308,266.9813260823308,2023-03-20,379.9330749511719,99.1826006638332
2023-03-21,16,24982011683.025253,0.058524815283413474,2.8260635887541996,282.60635887541997,2023-03-21,384.92181396484375,100.48492505207629
2023-03-22,16,24297700247.375713,0.007739205932722219,2.8479350768465364,284.79350768465366,2023-03-22,378.3602294921875,98.77200492118978
2023-03-23,16,24190497635.690544,-0.04451691538073822,2.721153792020723,272.1153792020723,2023-03-23,379.3831787109375,99.0390486995597
2023-03-24,16,24305369718.65455,0.057404304226072254,2.8773597321438107,287.7359732143811,2023-03-24,381.87261962890625,99.68892427165837
2023-03-27,16,23844275414.135033,0.013844349628402234,2.9171949062822953,291.71949062822955,2023-03-27,382.58673095703125,99.87534504772805
2023-03-28,16,23337390938.391182,-0.016237284771134036,2.869827581856088,286.9827581856088,2023-03-28,381.7278747558594,99.651138214355
2023-03-29,16,23346449111.25196,-0.03471284327418423,2.7702077067831867,277.0207706783187,2023-03-29,387.2762451171875,101.099555944118
2023-03-30,16,23924166365.371445,-0.028601862251540995,2.6909746075456167,269.09746075456167,2023-03-30,389.5439147949219,101.69153750853725
2023-03-31,16,23342767018.872936,-0.1439884753118128,2.3035052767023196,230.35052767023197,2023-03-31,395.0343322753906,103.12482647531922
2023-04-03,16,22214206406.750435,0.02274057637465756,2.355888314376595,235.5888314376595,2023-04-03,396.5396728515625,103.51779987793417
2023-04-04,16,21236252299.275352,-0.05985700532843541,2.2148718949897566,221.48718949897565,2023-04-04,394.339599609375,102.94346455364287
2023-04-05,16,20122309453.13991,0.044756597110756205,2.31400202404575,231.40020240457503,2023-04-05,393.30712890625,102.67393516492535
2023-04-06,16,20258413456.715504,-0.02197500707829395,2.2631518131881583,226.31518131881583,2023-04-06,394.8413391113281,103.07444506558141
2023-04-10,16,20409668488.024445,0.006651606047780201,2.2782054074758054,227.82054074758054,2023-04-10,395.2466125488281,103.18024283935088
2023-04-11,16,20506589251.522934,0.10336515303748633,2.5136924580703712,251.36924580703712,2023-04-11,395.3527526855469,103.20795102136671
2023-04-12,16,20197991534.391006,0.19904956343310135,3.0140418444543577,301.40418444543576,2023-04-12,393.7413330078125,102.78728537013559
2023-04-13,16,20952120901.104332,0.14148279516832224,3.4404769093620455,344.04769093620456,2023-04-13,398.9712829589844,104.15257855385111
2023-04-14,16,21581420715.07516,-0.1394707256417686,2.9606310982595714,296.06310982595716,2023-04-14,397.9966735839844,103.89815402801514
