date,ticker,price,shares,market_cap,weight,daily_return,days_since_ipo
2023-01-27,ATMC,10.15999984741211,2551636,25924621.370651245,0.01243086758633106,0.0029614740999286404,8
2023-01-27,CVKD,39.29999923706055,2338127,91888389.31615067,0.0440605239312551,-0.0774647735977092,7
2023-01-27,GNLX,6.010000228881836,44718438,268757822.6152382,0.1288694966053713,-0.022764205579614893,1
2023-01-27,TXO,15.943572998046875,54784292,873457358.6483154,0.4188231956188038,0.0,0
2023-01-30,SKWD,18.540000915527344,44166697,818850602.8158188,0.39960038236011786,-0.008025661543290985,17
2023-01-30,ATMC,10.140000343322754,2551636,25873589.9160347,0.012626352582415932,-0.001968455156468263,11
2023-01-30,CVKD,38.54999923706055,2338127,90134794.06615067,0.04398592130106262,-0.019083969836130144,10
2023-01-30,GNLX,5.829999923706055,44718438,260708490.12825394,0.1272261533197063,-0.02995013283206982,4
2023-01-30,TXO,15.581222534179688,54784292,853606245.02948,0.41656119043669726,-0.0227270552160157,3
2023-01-31,SKWD,18.510000228881836,44166697,817525571.5789547,0.3918563577318442,-0.0016181599333353613,18
2023-01-31,ATMC,10.119999885559082,2551636,25822556.027988434,0.0123772675794237,-0.001972431665334451,12
2023-01-31,CVKD,41.70000076293945,2338127,97499897.68384933,0.04673365104877436,0.08171210345577928,11
2023-01-31,GNLX,5.7270002365112305,44718438,256102505.0024128,0.12275505293665888,-0.01766718499875186,5
2023-01-31,TXO,16.233455657958984,54784292,889338374.9346771,0.42627767070329886,0.041860202070057584,4
2023-02-01,SKWD,18.700000762939453,44166697,825917267.5965157,0.39355277158577484,0.010264750497471775,19
2023-02-01,ATMC,10.119999885559082,2551636,25822556.027988434,0.012304547795468175,0.0,13
2023-02-01,CVKD,42.435001373291016,2338127,99218422.4559288,0.047277961948332795,0.017625913594821574,12
2023-02-01,GNLX,5.75,44718438,257131018.5,0.12252392456429986,0.004016022793597918,6
2023-02-01,TXO,16.255199432373047,54784292,890529592.2213593,0.4243407941061243,0.0013394421294028458,5
2023-02-02,SKWD,18.93000030517578,44166697,836075587.6886063,0.39591431081468714,0.012299440259497363,20
2023-02-02,ATMC,10.119999885559082,2551636,25822556.027988434,0.012227984674876555,0.0,14
2023-02-02,CVKD,38.54999923706055,2338127,90134794.06615067,0.04268233087845498,-0.09155183246148602,13
2023-02-02,GNLX,5.860000133514404,44718438,262050052.6505556,0.12409089264395354,0.019130458002505124,7
2023-02-02,TXO,16.385644912719727,54784292,897675955.506752,0.42508448098802776,0.00802484650461377,6
2023-02-03,SKWD,19.100000381469727,44166697,843583929.5482578,0.03736382471694388,0.008980458190878338,21
2023-02-03,ATMC,10.130000114440918,2551636,25848072.972011566,0.0011448568826034832,0.0009881649204468435,15
2023-02-03,CVKD,36.0,2338127,84172572.0,0.0037281521328488346,-0.06614784144039809,14
2023-02-03,GNLX,5.559999942779541,44718438,248634512.72119045,0.011012462455125369,-0.0511945706313397,8
2023-02-03,TXO,16.603059768676758,54784292,909586874.46064,0.04028721192019343,0.013268617568311658,7
2023-02-03,ASST,17.75,1049527531,18629113675.25,0.8251164034938445,0.0,0
2023-02-03,GPCR,26.0,70639178,1836618628.0,0.08134708839844053,0.0,0
2023-02-06,SKWD,19.25,44166697,850208917.25,0.04927670864118224,0.007853383012274673,24
2023-02-06,ATMC,10.130000114440918,2551636,25848072.972011566,0.0014981117404621429,0.0,18
2023-02-06,CVKD,33.75,2338127,78911786.25,0.004573597171826771,-0.0625,17
2023-02-06,GNLX,5.809999942779541,44718438,259814122.22119045,0.01505839863802971,0.044964029239723535,11
2023-02-06,TXO,16.59581184387207,54784292,909189802.0317459,0.05269514358795971,-0.00043654151136418573,10
2023-02-06,ASST,12.75,1049527531,13381476020.25,0.7755683122821612,-0.2816901408450704,3
2023-02-06,GPCR,24.75,70639178,1748319655.5,0.1013297279383782,-0.04807692307692313,3
2023-02-07,SKWD,19.700000762939453,44166697,870083964.5965157,0.05242633717947979,0.02337666300984176,25
2023-02-07,ATMC,10.149999618530273,2551636,25899104.426628113,0.0015605335077593504,0.001974284685431149,19
2023-02-07,CVKD,32.400001525878906,2338127,75755318.36769867,0.004564586896766392,-0.03999995478877316,18
2023-02-07,GNLX,5.730000019073486,44718438,256236650.59293652,0.01543937089790568,-0.013769350171074612,12
2023-02-07,TXO,16.661035537719727,54784292,912763035.9208145,0.05499793655930787,0.003930129749677658,11
2023-02-07,ASST,12.149999618530273,1049527531,12751759101.28702,0.7683488599696124,-0.04705885344860605,4
2023-02-07,GPCR,24.1200008392334,70639178,1703817032.6427574,0.10266237498916853,-0.025454511546125325,4
2023-02-08,SKWD,19.299999237060547,44166697,852417218.4034843,0.05573527428385345,-0.02030464519734476,26
2023-02-08,ATMC,10.149999618530273,2551636,25899104.426628113,0.001693412166905591,0.0,20
2023-02-08,CVKD,29.399999618530273,2338127,68740932.90807533,0.004494623838471123,-0.09259264710072423,19
2023-02-08,GNLX,5.639999866485596,44718438,252211984.3494444,0.01649087303951834,-0.01570683286008845,13
2023-02-08,TXO,16.566823959350586,54784292,907601721.3016586,0.059343511352326156,-0.0056546052108136236,12
2023-02-08,ASST,11.0,1049527531,11544802841.0,0.7548565878353395,-0.09465017733633341,5
2023-02-08,GPCR,23.25,70639178,1642360888.5,0.10738571748358594,-0.03606968528036958,5
2023-02-09,SKWD,19.75,44166697,872292265.75,0.04192642769027676,0.023316102628405666,27
2023-02-09,ATMC,10.149999618530273,2551636,25899104.426628113,0.0012448315451385169,0.0,21
2023-02-09,CVKD,28.7549991607666,2338127,67232839.92276573,0.0032315233232179897,-0.021938791365056387,20
2023-02-09,GNLX,5.75,44718438,257131018.5,0.012358913952765912,0.019503570233760925,14
2023-02-09,TXO,16.566823959350586,54784292,907601721.3016586,0.04362356452513887,0.0,13
2023-02-09,ASST,9.350000381469727,1049527531,9813082815.21298,0.47166244987507444,-0.14999996532093396,6
2023-02-09,GPCR,22.649999618530273,70639178,1599977354.753292,0.07690236117417298,-0.025806468020203255,6
2023-02-09,NXT,30.459999084472656,148475843,4522574041.846306,0.21737596558460812,0.0,0
2023-02-09,HSAI,21.049999237060547,130143350,2739517418.2085037,0.13167396232960638,0.0,0
2023-02-10,SKWD,20.059999465942383,44166697,885983918.232439,0.040515429801498,0.01569617549075364,28
2023-02-10,ATMC,10.14680004119873,2551636,25890940.269924164,0.001183974732965399,-0.0003152293055953548,22
2023-02-10,CVKD,29.850000381469727,2338127,69793091.84192467,0.0031915896608962504,0.038080377418238553,21
2023-02-10,GNLX,5.980000019073486,44718438,267416260.09293652,0.012228760015407026,0.04000000331712816,15
2023-02-10,TXO,16.617555618286133,54784292,910381019.318428,0.04163109230514867,0.0030622441006209478,14
2023-02-10,ASST,8.699999809265137,1049527531,9130889319.518509,0.4175492327086971,-0.06951877493960235,7
2023-02-10,GPCR,23.0,70639178,1624701094.0,0.0742964536576437,0.015452555733527884,7
2023-02-10,NXT,31.010000228881836,148475843,4604235925.413424,0.21054851401567204,0.01805650561196348,1
2023-02-10,HSAI,22.200000762939453,130143350,2889182469.2914963,0.1321203095331899,0.054631903447018626,1
2023-02-10,MLYS,18.440000534057617,79139956,1459340830.9052963,0.06673464356888197,0.0,0
2023-02-13,SKWD,20.790000915527344,44166697,918225671.0658188,0.04075882635698724,0.03639090074874374,31
2023-02-13,ATMC,10.149999618530273,2551636,25899104.426628113,0.0011496270833956546,0.0003153287064445731,25
2023-02-13,CVKD,29.700000762939453,2338127,69442373.68384933,0.0030824553701615603,-0.005025112784366681,24
2023-02-13,GNLX,6.090000152587891,44718438,272335294.2434921,0.01208860448876937,0.018394671097584192,18
2023-02-13,TXO,16.675527572631836,54784292,913556971.7931137,0.04055158895449957,0.0034885969800462213,17
2023-02-13,ASST,9.149999618530273,1049527531,9603176508.28702,0.42627233817416654,0.05172411714146308,10
2023-02-13,GPCR,23.700000762939453,70639178,1674148572.4934158,0.07431324685450447,0.03043481577997631,10
2023-02-13,NXT,31.420000076293945,148475843,4665110998.387808,0.20707812372382522,0.01322153642005608,4
2023-02-13,HSAI,22.43000030517578,130143350,2919115380.2165985,0.12957568128122027,0.010360339384325012,4
2023-02-13,MLYS,18.540000915527344,79139956,1467254856.6947937,0.06512950771247013,0.005423014022425399,3
2023-02-14,SKWD,20.649999618530273,44166697,912042276.2017422,0.00040465808706358075,-0.006734068823080586,32
2023-02-14,ATMC,10.140000343322754,2551636,25873589.9160347,0.00025840557646006346,-0.0009851503037757725,26
2023-02-14,CVKD,31.799999237060547,2338127,74352436.81615067,0.0001764067856129259,0.07070701751434072,25
2023-02-14,GNLX,5.989999771118164,44718438,267863433.3847618,0.9973765015602112,-0.01642042347523298,19
2023-02-14,TXO,16.661035537719727,54784292,912763035.9208145,0.0003094571875408292,-0.000869060055160964,18
2023-02-14,ASST,8.850000381469727,1049527531,9288319049.71298,0.0002571552467998117,-0.03278680323144478,11
2023-02-14,GPCR,23.549999237060547,70639178,1663552588.0065842,0.0001071943697752431,-0.00632917810338085,11
2023-02-14,NXT,30.799999237060547,148475843,4573055851.121922,0.0002743485092651099,-0.019732681022530674,5
2023-02-14,HSAI,21.40999984741211,130143350,2786369103.6417007,0.0002091387432301417,-0.045474830311451386,5
2023-02-14,MLYS,18.010000228881836,79139956,1425310625.6736984,0.0004189759201835841,-0.02858687489069267,4
2023-02-14,BFRG,4.760000228881836,11400405,54265930.40934563,0.0002077850658679381,0.0,0
2023-02-15,SKWD,20.639999389648438,44166697,911600599.1227875,0.0004190998151898384,-0.00048427259402283873,33
2023-02-15,ATMC,10.130000114440918,2551636,25848072.972011566,0.00026590656489133835,-0.0009862158326672255,27
2023-02-15,CVKD,32.400001525878906,2338127,75755318.36769867,0.0001783348707249388,0.018867996956399402,26
2023-02-15,GNLX,6.445000171661377,44718438,288210340.58642864,0.9972999691963196,0.07596000299316819,20
2023-02-15,TXO,16.83496856689453,54784292,922291833.7795715,0.00032367321546189487,0.010439508923741903,19
2023-02-15,ASST,8.949999809265137,1049527531,9393271202.268509,0.0002628394868224859,0.011299369885315658,12
2023-02-15,GPCR,23.1200008392334,70639178,1633177854.6427574,0.00011138762783957645,-0.018258955913274977,12
2023-02-15,NXT,32.68000030517578,148475843,4852190594.551231,0.0002822239766828716,0.061038997230009606,6
2023-02-15,HSAI,22.25,130143350,2895689537.5,0.0002158235147362575,0.03923401020899231,6
2023-02-15,MLYS,18.030000686645508,79139956,1426893461.0210953,0.00042683203355409205,0.0011105195729868012,5
2023-02-15,BFRG,5.047999858856201,11400405,57549242.83090353,0.00021402309357654303,0.06050412103488889,1
2023-02-16,SKWD,20.079999923706055,44166697,886867272.3903484,0.00044186681043356657,-0.027131757873173123,34
2023-02-16,ATMC,10.140000343322754,2551636,25873589.9160347,0.0002811058657243848,0.0009871894144977134,28
2023-02-16,CVKD,33.0,2338127,77158191.0,0.00018546395585872233,0.018518470551362576,27
2023-02-16,GNLX,6.199999809265137,44718438,277254307.07063484,0.9971407055854797,-0.03801401952997696,21
2023-02-16,TXO,16.617555618286133,54784292,910381019.318428,0.00035226510954089463,-0.012914366174459957,20
2023-02-16,ASST,8.300000190734863,1049527531,8711078707.481491,0.00027608341770246625,-0.07262565724944336,13
2023-02-16,GPCR,21.799999237060547,70639178,1539934026.5065842,0.00011999569687759504,-0.05709349283123211,13
2023-02-16,NXT,31.510000228881836,148475843,4678473846.913424,0.0002973694063257426,-0.035801715586539995,7
2023-02-16,HSAI,21.469999313354492,130143350,2794177635.1376534,0.0002316889731446281,-0.03505621063575315,7
2023-02-16,MLYS,17.75,79139956,1404734219.0,0.000444077915744856,-0.015529710259683971,6
2023-02-16,BFRG,5.070000171661377,11400405,57800055.30700922,0.00022940982307773083,0.004358223736194988,2
2023-02-17,SKWD,19.670000076293945,44166697,868758933.3596516,0.0004887925460934639,-0.02041831917180792,35
2023-02-17,ATMC,10.130000114440918,2551636,25848072.972011566,0.0003189390990883112,-0.0009862158326672255,29
2023-02-17,CVKD,33.75,2338127,78911786.25,0.0002021841937676072,0.022727272727272707,28
2023-02-17,GNLX,6.570000171661377,44718438,293800145.33642864,0.9967637658119202,0.059677479641744524,22
2023-02-17,TXO,16.4218807220459,54784292,899661108.6657333,0.0004311440570745617,-0.011775191293773135,21
2023-02-17,ASST,8.699999809265137,1049527531,9130889319.518509,0.00030135587439872324,0.04819272401665553,14
2023-02-17,GPCR,22.135000228881836,70639178,1563598221.1980247,0.000138341129058972,0.015367018511256658,14
2023-02-17,NXT,31.639999389648438,148475843,4697775581.897537,0.00032682213350199163,0.004125647725240045,8
2023-02-17,HSAI,22.100000381469727,130143350,2876168084.645748,0.00026880783843807876,0.029343320366264303,8
2023-02-17,MLYS,17.93000030517578,79139956,1418979435.231598,0.0004908060654997826,0.010140862263424255,7
2023-02-17,BFRG,4.760000228881836,11400405,54265930.40934563,0.0002690858964342624,-0.06114397086459222,3
2023-02-21,SKWD,19.030000686645508,44166697,840492274.2368641,0.00046913878759369254,-0.03253682700386751,39
2023-02-21,ATMC,10.140000343322754,2551636,25873589.9160347,0.00030727055855095387,0.0009871894144977134,33
2023-02-21,CVKD,33.75,2338127,78911786.25,0.0001931574661284685,0.0,32
2023-02-21,GNLX,7.445000171661377,44718438,332928778.58642864,0.9968987107276917,0.13318112285204653,26
2023-02-21,TXO,16.849458694458008,54784292,923085665.1591263,0.00040585172246210277,0.026037089152529225,25
2023-02-21,ASST,8.25,1049527531,8658602130.75,0.0002925351436715573,-0.05172411714146308,18
2023-02-21,GPCR,21.5,70639178,1518742327.0,0.00013167673023417592,-0.02868760886902022,18
2023-02-21,NXT,30.950000762939453,148475843,4595327454.128078,0.0003152440767735243,-0.021807795196567836,12
2023-02-21,HSAI,21.170000076293945,130143350,2755134729.4291496,0.0002563158341217786,-0.042081461046288626,12
2023-02-21,MLYS,18.049999237060547,79139956,1428476145.4210052,0.0004738258430734277,0.0066926341239450515,11
2023-02-21,BFRG,4.230000019073486,11400405,48223713.36744547,0.0002562918816693127,-0.1113445765385711,7
2023-02-22,SKWD,19.059999465942383,44166697,841817221.232439,0.00039887268212623894,0.0015763940207278448,40
2023-02-22,ATMC,10.140000343322754,2551636,25873589.9160347,0.0002576812985353172,0.0,34
2023-02-22,CVKD,33.36000061035156,2338127,77999918.14707947,0.00016810135275591165,-0.011555537471064858,33
2023-02-22,GNLX,8.6899995803833,44718438,388603207.45539665,0.9974277019500732,0.1672262431182856,27
2023-02-22,TXO,17.46546173095703,54784292,956832955.3835754,0.0003048180660698563,0.03655921817248853,26
2023-02-22,ASST,8.350000381469727,1049527531,8763555284.21298,0.00025501218624413013,0.012121258359966802,19
2023-02-22,GPCR,23.469999313354492,70639178,1657901459.1559258,0.00010436903539812192,0.0916278750397439,19
2023-02-22,NXT,31.260000228881836,148475843,4641354886.163424,0.00027089452487416565,0.01001613758645159,13
2023-02-22,HSAI,21.030000686645508,130143350,2736914739.8623466,0.00020479493832681328,-0.006613102935469906,13
2023-02-22,MLYS,18.0,79139956,1424519208.0,0.0004070655268151313,-0.0027700409514637148,12
2023-02-22,BFRG,3.9100000858306885,11400405,44575584.52850461,0.00020060967653989792,-0.0756501020803515,8
2023-02-23,SKWD,18.8799991607666,44166697,833867202.2938328,0.0003415944811422378,-0.009443877765968334,41
2023-02-23,ATMC,10.154999732971191,2551636,25911862.89863968,0.00020965136354789138,0.0014792296982824027,35
2023-02-23,CVKD,33.67499923706055,2338127,78736424.94115067,0.00015186260861810297,0.009442404704610219,34
2023-02-23,GNLX,9.800000190734863,44718438,438240700.92936516,0.997909426689148,0.12773310287117434,28
2023-02-23,TXO,17.320518493652344,54784292,948892342.7476501,0.00020203781605232507,-0.008298849439965283,27
2023-02-23,ASST,8.524999618530273,1049527531,8947221801.41202,0.00022448998061008751,0.020957991504875206,20
2023-02-23,GPCR,24.309999465942383,70639178,1717238379.454609,7.950307917781174e-05,0.03579037823447773,20
2023-02-23,NXT,31.989999771118164,148475843,4749742183.586576,0.00023275220883078873,0.023352512376562995,14
2023-02-23,HSAI,20.56999969482422,130143350,2677048669.7834015,0.00015411176718771458,-0.02187356047560185,14
2023-02-23,MLYS,18.110000610351562,79139956,1433224651.4631958,0.00034815611434169114,0.00611114501953125,13
2023-02-23,BFRG,3.674999952316284,11400405,41896487.83138633,0.00014645322517026216,-0.06010233461784642,9
2023-02-24,SKWD,19.110000610351562,44166697,844025606.6272125,0.00034447218058630824,0.012182280710208548,42
2023-02-24,ATMC,10.154999732971191,2551636,25911862.89863968,0.00020100724941585213,0.0,36
2023-02-24,CVKD,31.59000015258789,2338127,73861432.28676987,0.00016196271462831646,-0.061915341698895676,35
2023-02-24,GNLX,10.859999656677246,44718438,485642221.3271427,0.9979833364486694,0.10816320870529461,29
2023-02-24,TXO,17.26978874206543,54784292,946113149.2236252,0.0001617867237655446,-0.002928881811794848,28
2023-02-24,ASST,7.75,1049527531,8133838365.25,0.0002305500238435343,-0.09090905022983276,21
2023-02-24,GPCR,24.299999237060547,70639178,1716531971.5065842,7.266848115250468e-05,-0.0004113627766979544,21
2023-02-24,NXT,30.209999084472656,148475843,4485455081.096306,0.00023259392764884979,-0.05564241010881665,15
2023-02-24,HSAI,19.0,130143350,2472723650.0,0.00013642152771353722,-0.07632473107032955,15
2023-02-24,MLYS,17.899999618530273,79139956,1416605182.2105026,0.000347479828633368,-0.011595857799212572,14
2023-02-24,BFRG,3.240000009536743,11400405,36937312.308722734,0.00012765824794769287,-0.11836733290441781,10
2023-02-27,SKWD,19.299999237060547,44166697,852417218.4034843,0.0003815711825154722,0.009942366333890451,45
2023-02-27,ATMC,10.149999618530273,2551636,25899104.426628113,0.00021349424787331372,-0.0004923795738451808,39
2023-02-27,CVKD,30.899999618530273,2338127,72248123.40807533,0.00019241831614635885,-0.021842371976091624,38
2023-02-27,GNLX,12.5,44718438,558980475.0,0.9978392124176025,0.1510129277319454,32
2023-02-27,TXO,17.204566955566406,54784292,942540019.827301,0.0001475073368055746,-0.003776640668461506,31
2023-02-27,ASST,11.050000190734863,1049527531,11597279417.731491,0.0002602818713057786,0.42580647622385337,24
2023-02-27,GPCR,24.0,70639178,1695340272.0,7.398414163617417e-05,-0.012345648003272758,24
2023-02-27,NXT,29.90999984741211,148475843,4440912441.474384,0.00025102373911067843,-0.009930461640256683,18
2023-02-27,HSAI,18.239999771118164,130143350,2373814674.212551,0.00013408415543381125,-0.04000001204641246,18
2023-02-27,MLYS,17.1299991607666,79139956,1355667379.8631058,0.000381815800210461,-0.043016786266663276,17
2023-02-27,BFRG,2.7300000190734863,11400405,31123105.86744547,0.00012461538426578045,-0.157407404000649,13
2023-02-28,SKWD,19.520000457763672,44166697,862133945.6579094,0.00046207697596400976,0.011399027430046171,46
2023-02-28,ATMC,10.170000076293945,2551636,25950138.314674377,0.0002561959554441273,0.0019704885236802028,40
2023-02-28,CVKD,29.850000381469727,2338127,69793091.84192467,0.0002464808931108564,-0.03398055825317481,39
2023-02-28,GNLX,14.869999885559082,44718438,664963167.9423809,0.9972425103187561,0.18959999084472656,33
2023-02-28,TXO,17.47270965576172,54784292,957230027.8124695,0.00014559108240064234,0.015585553585151901,32
2023-02-28,ASST,8.300000190734863,1049527531,8711078707.481491,0.0003235181502532214,-0.24886877398480078,25
2023-02-28,GPCR,25.559999465942383,70639178,1805537351.954609,8.386257832171395e-05,0.06499997774759936,25
2023-02-28,NXT,30.440000534057617,148475843,4519604740.214655,0.00029508653096854687,0.017719849192555648,19
2023-02-28,HSAI,18.719999313354492,130143350,2436283422.6376534,0.00014373291924130172,0.026315764707210976,19
2023-02-28,MLYS,17.780000686645508,79139956,1407108472.0210953,0.0004554505576379597,0.03794521644622306,18
2023-02-28,BFRG,2.950000047683716,11400405,33631195.29361367,0.00013142713578417897,0.08058609050299337,14
2023-02-28,BMR,3.6500000953674316,15529854,56683968.58104229,0.00021405117877293378,0.0,0
2023-03-01,SKWD,19.540000915527344,44166697,863017299.8158188,0.0005992052028886974,0.001024613590913992,47
2023-03-01,ATMC,10.15999984741211,2551636,25924621.370651245,0.000317536061629653,-0.000983306667336814,41
2023-03-01,CVKD,27.75,2338127,64883024.25,0.0003372897335793823,-0.07035177067446086,40
2023-03-01,GNLX,16.899999618530273,44718438,755741585.1412697,0.9964843988418579,0.13651645921951983,34
2023-03-01,TXO,17.44371795654297,54784292,955641738.0968933,0.0001702996960375458,-0.0016592560507173726,33
2023-03-01,ASST,9.5,1049527531,9970511544.5,0.0004332133394200355,0.14457828695048391,26
2023-03-01,GPCR,22.93000030517578,70639178,1619756373.0973663,0.00010793970432132483,-0.10289511798585771,26
2023-03-01,NXT,31.079999923706055,148475843,4614629189.112192,0.00037508783861994743,0.021024946728643412,20
2023-03-01,HSAI,18.25,130143350,2375116137.5,0.00017323411884717643,-0.025106801847968208,20
2023-03-01,MLYS,17.760000228881836,79139956,1405525636.6736984,0.0005756331374868751,-0.0011248850951223188,19
2023-03-01,BFRG,2.740000009536743,11400405,31237109.808722734,0.00015974971756804734,-0.07118645245848754,15
2023-03-01,BMR,3.299999952316284,15529854,51248517.459478855,0.0002663982450030744,-0.09589044764556764,1
2023-03-02,SKWD,19.799999237060547,44166697,874500566.9034843,0.0007076851325109601,0.013305952372120844,48
2023-03-02,ATMC,10.15999984741211,2551636,25924621.370651245,0.00037475136923603714,0.0,42
2023-03-02,CVKD,27.899999618530273,2338127,65233742.40807533,0.00040866900235414505,0.005405391658748648,41
2023-03-02,GNLX,16.3700008392334,44718438,732040867.5892067,0.9958820939064026,-0.03136087522249109,35
2023-03-02,TXO,17.36400032043457,54784292,951274463.8427811,0.0001901784708024934,-0.0045699911169738705,34
2023-03-02,ASST,10.199999809265137,1049527531,10705180616.018509,0.0005200610612519085,0.0736841904489618,27
2023-03-02,GPCR,22.829999923706055,70639178,1612692428.3506584,0.0001256958639714867,-0.004361115575177488,27
2023-03-02,NXT,31.889999389648438,148475843,4734894542.647537,0.0004332555108703673,0.026061758942430346,21
2023-03-02,HSAI,19.1299991607666,130143350,2489642176.279354,0.0001968178985407576,0.04821913209680018,21
2023-03-02,MLYS,17.209999084472656,79139956,1361998570.3052063,0.0006641277577728033,-0.030968532506815638,20
2023-03-02,BFRG,2.7300000190734863,11400405,31123105.86744547,0.00017959583783522248,-0.0036496315432303916,16
2023-03-02,BMR,3.7300000190734863,15529854,57926355.71620846,0.0003170634154230356,0.13030305241531392,2
2023-03-03,SKWD,20.25,44166697,894375614.25,0.000649970315862447,0.022727312135303768,49
2023-03-03,ATMC,10.149999618530273,2551636,25899104.426628113,0.0003380598791409284,-0.0009842745110260065,43
2023-03-03,CVKD,27.149999618530273,2338127,63480147.15807533,0.00037068643723614514,-0.026881720797654607,42
2023-03-03,GNLX,18.469999313354492,44718438,825949519.1542854,0.996246337890625,0.1282833455382666,36
2023-03-03,TXO,17.11760139465332,54784292,937775673.1442947,0.00018323214317206293,-0.014190216611046691,35
2023-03-03,ASST,10.550000190734863,1049527531,11072515652.231491,0.0004580412642098963,0.034313763530839037,28
2023-03-03,GPCR,26.549999237060547,70639178,1875470122.0065842,0.00011572595394682139,0.16294346586886088,28
2023-03-03,NXT,33.349998474121094,148475843,4951669137.493843,0.0003929153026547283,0.045782349087989394,22
2023-03-03,HSAI,19.079999923706055,130143350,2483135108.0708504,0.00018205899687018245,-0.0026136559986416064,22
2023-03-03,MLYS,19.139999389648438,79139956,1514738709.5368042,0.0006145891966298223,0.11214412596436918,21
2023-03-03,BFRG,3.5399999618530273,11400405,40357433.26510906,0.00016409197996836156,0.2967032736704671,17
2023-03-03,BMR,3.4700000286102295,15529854,53888593.82431269,0.00028432777617126703,-0.06970509092057309,3
2023-03-06,SKWD,20.110000610351562,44166697,888192303.6272125,0.0006603221409022808,-0.006913550106095734,52
2023-03-06,ATMC,10.170000076293945,2551636,25950138.314674377,0.00033404704299755394,0.0019704885236802028,46
2023-03-06,CVKD,29.549999237060547,2338127,69091651.06615067,0.0003705534618347883,0.08839777724682696,45
2023-03-06,GNLX,29.6299991607666,44718438,1325007280.4107933,0.9962133169174194,0.6042230786301663,39
2023-03-06,TXO,16.88569450378418,54784292,925070818.3181076,0.00018971702957060188,-0.01354786138095121,38
2023-03-06,ASST,9.300000190734863,1049527531,9760606238.481491,0.00045363721437752247,-0.11848341018019748,31
2023-03-06,GPCR,26.0,70639178,1836618628.0,0.0001222839200636372,-0.020715602744455608,31
2023-03-06,NXT,32.45000076293945,148475843,4818041218.628078,0.00039846572326496243,-0.026986439351114777,25
2023-03-06,HSAI,18.989999771118164,130143350,2471422186.712551,0.0001890889834612608,-0.004716989148205841,25
2023-03-06,MLYS,18.959999084472656,79139956,1500493493.3052063,0.0006117317243479192,-0.009404404959026835,24
2023-03-06,BFRG,3.880000114440918,11400405,44233572.70467281,0.0001668365439400077,0.09604524187901853,20
2023-03-06,BMR,3.319999933242798,15529854,51559114.2432704,0.0002898644015658647,-0.04322769283304828,6
2023-03-07,SKWD,19.719999313354492,44166697,870967234.5131359,0.0007753917598165572,-0.019393400554961637,53
2023-03-07,ATMC,10.149999618530273,2551636,25899104.426628113,0.00039014549111016095,-0.001966613334673628,47
2023-03-07,CVKD,28.5,2338127,66636619.5,0.0004286751209292561,-0.03553297002267519,46
2023-03-07,GNLX,27.270000457763672,44718438,1219471824.7304764,0.9955611228942871,-0.07964896287030032,40
2023-03-07,TXO,16.624801635742188,54784292,910777987.2545776,0.0002137532428605482,-0.015450526360258676,39
2023-03-07,ASST,9.149999618530273,1049527531,9603176508.28702,0.0005588240455836058,-0.016129093454646193,32
