date,weight_market,weight_bond
2022-01-19,0.5,0.5
2022-01-20,0.5063242750213786,0.49367572497862144
2022-01-21,0.5102653973629356,0.48973460263706436
2022-01-24,0.5115235748586546,0.4884764251413454
2022-01-25,0.5150406779138739,0.4849593220861261
2022-01-26,0.5138930047854398,0.48610699521456024
2022-01-27,0.5175000688513043,0.4824999311486957
2022-01-28,0.5169570345841616,0.4830429654158383
2022-01-31,0.5285597445928975,0.47144025540710255
2022-02-01,0.5393342515802845,0.4606657484197155
2022-02-02,0.5415261891524618,0.45847381084753824
2022-02-03,0.5495418351067046,0.4504581648932954
2022-02-04,0.5524590608225917,0.44754093917740834
2022-02-07,0.5624121414769769,0.4375878585230231
2022-02-08,0.5655040904304304,0.4344959095695696
2022-02-09,0.5770881747953335,0.4229118252046665
2022-02-10,0.5864974601265465,0.4135025398734535
2022-02-11,0.584235793899595,0.415764206100405
2022-02-14,0.5815535008710221,0.4184464991289779
2022-02-15,0.5834901663132539,0.41650983368674604
2022-02-16,0.611120047135497,0.3888799528645031
2022-02-17,0.6209746848888713,0.37902531511112864
2022-02-18,0.6116150407179815,0.38838495928201855
2022-02-22,0.6234657524840022,0.37653424751599784
2022-02-23,0.6115748729802247,0.3884251270197753
2022-02-24,0.6099609190536289,0.3900390809463711
2022-02-25,0.6179311932327722,0.3820688067672278
2022-02-28,0.6410901619551452,0.35890983804485477
2022-03-01,0.6143151889823258,0.38568481101767416
2022-03-02,0.5835332047135857,0.4164667952864142
2022-03-03,0.6019314008638239,0.3980685991361761
2022-03-04,0.588499901302244,0.41150009869775594
2022-03-07,0.5943127183187975,0.40568728168120244
2022-03-08,0.5669295831894892,0.43307041681051084
2022-03-09,0.5669955251670673,0.43300447483293275
2022-03-10,0.5808899108299831,0.4191100891700169
2022-03-11,0.5706830659840343,0.42931693401596566
2022-03-14,0.5676884250650456,0.43231157493495437
2022-03-15,0.5903512085209401,0.40964879147905986
2022-03-16,0.6039384098710349,0.39606159012896514
2022-03-17,0.6068211303851956,0.3931788696148044
2022-03-18,0.6154460742174327,0.3845539257825673
2022-03-21,0.6408904712446264,0.3591095287553736
2022-03-22,0.6551901291452435,0.3448098708547564
2022-03-23,0.6741827600191268,0.3258172399808732
2022-03-24,0.6712481232326655,0.3287518767673346
2022-03-25,0.6744765320404154,0.32552346795958464
2022-03-28,0.667978055452786,0.332021944547214
2022-03-29,0.6793734180554777,0.3206265819445223
2022-03-30,0.7018898246341361,0.29811017536586387
2022-03-31,0.6708902494750335,0.32910975052496655
2022-04-01,0.665712681687999,0.334287318312001
2022-04-04,0.6789275398725756,0.3210724601274244
2022-04-05,0.7036997305144755,0.29630026948552446
2022-04-06,0.7048937608160728,0.29510623918392725
2022-04-07,0.676201762287407,0.323798237712593
2022-04-08,0.6810452976643617,0.3189547023356382
2022-04-11,0.692798476772736,0.3072015232272641
2022-04-12,0.6808298994725482,0.31917010052745176
2022-04-13,0.6598017082486971,0.3401982917513029
2022-04-14,0.65032535738444,0.34967464261556
2022-04-18,0.6383360589679491,0.3616639410320509
2022-04-19,0.6341964751599436,0.36580352484005646
2022-04-20,0.6442287383646652,0.3557712616353348
2022-04-21,0.62773045633827,0.37226954366173004
2022-04-22,0.6337071284343645,0.3662928715656355
2022-04-25,0.5991113763461745,0.4008886236538255
2022-04-26,0.5882443715385258,0.4117556284614742
2022-04-27,0.5592464533517097,0.44075354664829025
2022-04-28,0.5585944190774175,0.44140558092258253
2022-04-29,0.5858578730956685,0.41414212690433155
2022-05-02,0.5732016692109961,0.42679833078900387
2022-05-03,0.5786116799131028,0.4213883200868972
2022-05-04,0.5743432730845281,0.42565672691547185
2022-05-05,0.595290587750825,0.404709412249175
2022-05-06,0.5809336002016083,0.4190663997983917
2022-05-09,0.5738468455196203,0.4261531544803797
2022-05-10,0.5428137861488953,0.45718621385110464
2022-05-11,0.5523324543827015,0.44766754561729843
2022-05-12,0.5422836085597424,0.45771639144025755
2022-05-13,0.5325417313324374,0.46745826866756257
2022-05-16,0.5582026767022163,0.4417973232977836
2022-05-17,0.5504765261137938,0.44952347388620617
2022-05-18,0.5534729541114927,0.4465270458885073
2022-05-19,0.5236162914419112,0.47638370855808876
2022-05-20,0.5242422924368695,0.47575770756313057
2022-05-23,0.5430853975762927,0.4569146024237073
2022-05-24,0.5611653096919955,0.4388346903080044
2022-05-25,0.5743878682637833,0.4256121317362167
2022-05-26,0.5726763662164027,0.4273236337835972
2022-05-27,0.5688010676309678,0.4311989323690322
2022-05-31,0.6113725934081133,0.3886274065918867
2022-06-01,0.6029024440232267,0.39709755597677326
2022-06-02,0.5979203405260087,0.4020796594739913
2022-06-03,0.592989877264906,0.4070101227350939
2022-06-06,0.6015994111215148,0.39840058887848523
2022-06-07,0.6102362748607608,0.3897637251392391
2022-06-08,0.6439878732788753,0.35601212672112464
2022-06-09,0.6392154386890934,0.3607845613109066
2022-06-10,0.6367688665934843,0.36323113340651575
2022-06-13,0.6222634165602988,0.3777365834397012
2022-06-14,0.5829420926477257,0.4170579073522743
2022-06-15,0.5902071155875477,0.4097928844124523
2022-06-16,0.5721130929109993,0.4278869070890007
2022-06-17,0.5791049238606745,0.4208950761393255
2022-06-21,0.5877285171603166,0.4122714828396834
2022-06-22,0.612793707752851,0.387206292247149
2022-06-23,0.5872507966699161,0.41274920333008386
2022-06-24,0.6038125751977598,0.39618742480224023
2022-06-27,0.6264757859985632,0.3735242140014368
2022-06-28,0.6105863319381593,0.3894136680618408
2022-06-29,0.5760323732619445,0.42396762673805555
2022-06-30,0.5702600190607179,0.42973998093928206
2022-07-01,0.5633981807071521,0.4366018192928479
2022-07-05,0.5511187253210427,0.44888127467895733
2022-07-06,0.5628014272795514,0.43719857272044865
2022-07-07,0.563542157091933,0.436457842908067
2022-07-08,0.5725886480508803,0.4274113519491197
2022-07-11,0.5802528295380793,0.4197471704619207
2022-07-12,0.5855075934001985,0.41449240659980147
2022-07-13,0.5942273168125183,0.40577268318748166
2022-07-14,0.60425579627679,0.3957442037232099
2022-07-15,0.6028213701509179,0.39717862984908214
2022-07-18,0.6123185276899161,0.3876814723100838
2022-07-19,0.6364032270178417,0.3635967729821583
