date,Model_Portfolio,Equal_Weight,Market_Only,Bond_Only,Market_Weight,Bond_Weight
2023-07-11,0.0048771506990944544,0.0042688316,0.006368491,0.002169172,0.6448614092117431,0.3551385907882569
2023-07-12,0.008080578618631129,0.008094717,0.008045932,0.008143502,0.6449078896159076,0.3550921103840924
2023-07-13,0.007323438103121166,0.0070871683,0.007936871,0.0062374664,0.6390308256884245,0.3609691743115755
2023-07-14,-0.0021534759285311107,-0.0026994597,-0.00062283175,-0.0047760876,0.6314592124247578,0.3685407875752422
2023-07-17,0.0026138077769188492,0.0022977607,0.003472366,0.0011231556,0.6345333067814125,0.3654666932185875
2023-07-18,0.004996957518837584,0.004123242,0.007430544,0.00081593974,0.6320888652762107,0.36791113472378933
2023-07-19,0.0025257518163546515,0.0026403419,0.0022237059,0.0030569779,0.6375181903324322,0.3624818096675678
2023-07-20,-0.006114864378007867,-0.0059079397,-0.0066344514,-0.0051814276,0.6424098173469881,0.3575901826530119
2023-07-21,0.00025272636660262325,0.00035756637,0.0,0.00071513274,0.6466021608711936,0.3533978391288064
2023-07-24,0.0021919068907750843,0.0013150315,0.004467181,-0.0018371178,0.6390916538400826,0.36090834615991746
2023-07-25,0.0013900760717748515,0.0008026711,0.0027300771,-0.001124735,0.6523822645327308,0.34761773546726915
2023-07-26,0.0012163007311946283,0.0017146525,0.00015359359,0.0032757116,0.6596197983579308,0.34038020164206917
2023-07-27,-0.007314688673768565,-0.0075998073,-0.0066297986,-0.008569816,0.6469670561714923,0.3530329438285077
2023-07-28,0.007734780886869991,0.0068501756,0.0097902445,0.0039101066,0.6504395545766178,0.34956044542338216
2023-07-31,0.001665422933452618,0.0015671165,0.0019040894,0.0012301436,0.6458670213027404,0.3541329786972595
2023-08-01,-0.004219126316016706,-0.004741456,-0.00286168,-0.006621232,0.6389340024182151,0.361065997581785
2023-08-02,-0.009759225516129032,-0.008143638,-0.013910704,-0.0023765725,0.6400701121493051,0.3599298878506949
2023-08-03,-0.004302349328774178,-0.0047995886,-0.002865876,-0.0067333006,0.6285710979590668,0.3714289020409332
2023-08-04,0.00016474066173937122,0.0018580651,-0.0045227385,0.008238869,0.6326889658981463,0.3673110341018538
2023-08-07,0.00553078760375919,0.0044676447,0.008728408,0.00020688117,0.6247596680127522,0.3752403319872478
2023-08-08,-0.001870944180530719,-0.0009850105,-0.004348488,0.002378467,0.631699059243731,0.3683009407562689
2023-08-09,-0.003893234506060093,-0.0029816264,-0.0066853827,0.0007221296,0.6230653323490231,0.37693466765097694
2023-08-10,-0.0022639269619766176,-0.0030678248,0.0003590877,-0.006494737,0.6172918507444511,0.38270814925554886
2023-08-11,-0.001541093000460069,-0.0018481221,-0.00058321946,-0.0031130246,0.6213646999932023,0.3786353000067976
2023-08-14,0.0031461214950972887,0.0023958068,0.005520032,-0.00072841835,0.6200801415799528,0.37991985842004716
2023-08-15,-0.008279823399548646,-0.0071787816,-0.011648795,-0.0027087685,0.6231586826750801,0.37684131732491993
2023-08-16,-0.005417505417434132,-0.0048702615,-0.0073382063,-0.0024023168,0.6108703680609597,0.3891296319390402
2023-08-17,-0.005040714255778168,-0.0043332386,-0.007619841,-0.0010466361,0.6076302481624631,0.3923697518375368
2023-08-18,0.0011628277965501743,0.0013409297,0.00048122296,0.0022006363,0.6035829110469519,0.396417088953048
2023-08-21,0.0019280900646373939,0.0007434103,0.0065063057,-0.005019485,0.6027851173985935,0.39721488260140647
2023-08-22,-0.0012307934850353556,-0.00082889,-0.0027085748,0.0010507947,0.6069071483722884,0.39309285162771157
2023-08-23,0.01050609197269679,0.010346398,0.01113782,0.009554975,0.6008909080225784,0.39910909197742167
2023-08-24,-0.00928400593210461,-0.008073634,-0.013859117,-0.0022881492,0.6046042653793563,0.3953957346206437
2023-08-25,0.003933099993292666,0.003212141,0.00704969,-0.0006254079,0.5939348206918191,0.40606517930818087
2023-08-28,0.004661705266792037,0.0042658984,0.006341455,0.0021903415,0.5953495981530856,0.4046504018469144
2023-08-29,0.011238828735508632,0.010453905,0.014454795,0.0064530154,0.5980936186630279,0.40190638133697215
2023-08-30,0.002312439507036068,0.0018526593,0.004118908,-0.00041358956,0.6014407976624241,0.39855920233757597
2023-08-31,-0.0003399096912336402,-7.527764e-06,-0.0014635233,0.0014484677,0.6141424991474265,0.3858575008525736
2023-09-01,-0.0008907425080961473,-0.0016571165,0.0018651473,-0.00517938,0.6087899666550607,0.39121003334493937
2023-09-05,-0.004732164100421406,-0.0048681432,-0.004321803,-0.005414484,0.6244456032424257,0.37555439675757435
2023-09-06,-0.004517815728513489,-0.0038324166,-0.00672254,-0.0009422933,0.6185760791922237,0.38142392080777626
