date,weight_market,weight_sector_Unknown
2024-08-28,0.5864006,0.41359928
2024-08-29,0.5851679,0.41483212
2024-08-30,0.58624643,0.41375354
2024-09-03,0.586714,0.41328594
2024-09-04,0.5831286,0.41687146
2024-09-05,0.5832136,0.41678634
2024-09-06,0.58428675,0.41571328
2024-09-09,0.58334553,0.41665447
2024-09-10,0.5848168,0.41518313
2024-09-11,0.58503085,0.41496918
2024-09-12,0.5858288,0.41417116
2024-09-13,0.5861204,0.41387963
2024-09-16,0.58632433,0.41367567
2024-09-17,0.5857407,0.41425934
2024-09-18,0.5853448,0.41465518
2024-09-19,0.58496684,0.4150332
2024-09-20,0.5862885,0.4137115
2024-09-23,0.58643126,0.4135687
2024-09-24,0.5864793,0.41352072
2024-09-25,0.5867013,0.41329867
2024-09-26,0.5865297,0.41347042
2024-09-27,0.58644706,0.41355294
2024-09-30,0.58532476,0.41467518
2024-10-01,0.585575,0.41442496
2024-10-02,0.5841962,0.41580382
2024-10-03,0.58463234,0.41536766
2024-10-04,0.58404404,0.415956
2024-10-07,0.58488613,0.4151139
2024-10-08,0.5833429,0.41665712
2024-10-09,0.58394265,0.4160574
2024-10-10,0.5843027,0.41569728
2024-10-11,0.5842242,0.4157758
2024-10-14,0.5844628,0.41553715
2024-10-15,0.5847532,0.4152468
2024-10-16,0.5841515,0.41584846
2024-10-17,0.58469373,0.4153063
2024-10-18,0.58492756,0.41507247
2024-10-21,0.58554316,0.4144568
2024-10-22,0.5852386,0.4147614
2024-10-23,0.5852755,0.41472447
2024-10-24,0.5846311,0.415369
2024-10-25,0.58476406,0.4152359
2024-10-28,0.5841637,0.41583627
2024-10-29,0.58451205,0.41548792
2024-10-30,0.5848513,0.4151487
2024-10-31,0.58435786,0.4156422
2024-11-01,0.5830654,0.41693467
2024-11-04,0.58369815,0.41630185
2024-11-05,0.583725,0.41627505
2024-11-06,0.58452195,0.415478
2024-11-07,0.5871212,0.41287875
2024-11-08,0.5877442,0.4122558
2024-11-11,0.5875114,0.4124886
2024-11-12,0.58702064,0.41297933
2024-11-13,0.58687896,0.41312104
2024-11-14,0.58714026,0.4128597
2024-11-15,0.58666146,0.41333854
2024-11-18,0.5853082,0.41469175
2024-11-19,0.58587843,0.41412157
2024-11-20,0.58559036,0.4144096
2024-11-21,0.5852244,0.41477552
2024-11-22,0.58564097,0.41435906
2024-11-25,0.5868483,0.41315174
2024-11-26,0.58719015,0.41280988
2024-11-27,0.5874711,0.4125289
2024-11-29,0.58695185,0.41304812
2024-12-02,0.5869931,0.4130069
2024-12-03,0.5866301,0.41336992
2024-12-04,0.5863263,0.41367364
2024-12-05,0.5860269,0.41397315
2024-12-06,0.58592623,0.41407377
2024-12-09,0.5860011,0.41399893
2024-12-10,0.5852648,0.4147352
2024-12-11,0.5853604,0.41463956
2024-12-12,0.5859154,0.4140846
2024-12-13,0.5856873,0.4143127
2024-12-16,0.58576554,0.4142345
2024-12-17,0.5852728,0.4147272
2024-12-18,0.5846962,0.41530383
2024-12-19,0.58061653,0.41938344
2024-12-20,0.582476,0.41752398
2024-12-23,0.58540714,0.4145929
2024-12-24,0.58644444,0.41355556
2024-12-26,0.58789295,0.41210705
2024-12-27,0.5870206,0.41297942
2024-12-30,0.58569586,0.41430414
2024-12-31,0.5846574,0.4153426
